"grp","entita","k_censito_off","k_censito_on","k_poolato_off","k_poolato_on"
"HGNC:3263||gain||vehicle_untreated","HGNC:3263",0,2,0,2
"HGNC:485||gain||vehicle_untreated","HGNC:485",0,2,0,2
"HGNC:51237||gain||vehicle_untreated","HGNC:51237",0,2,0,2
"HGNC:5464||gain||vehicle_untreated","HGNC:5464",0,2,0,2
"HGNC:6551||gain||empty vector","HGNC:6551",0,2,0,2
"HGNC:8014||gain||vehicle_untreated","HGNC:8014",1,3,1,3
"HGNC:9650||gain||wild type","HGNC:9650",0,2,0,2
"MeSH:D000098943||gain||vehicle_untreated","MeSH:D000098943",0,2,0,2
"MeSH:D001374||gain||vehicle_untreated","MeSH:D001374",0,2,0,2
"MeSH:D002056||gain||vehicle_untreated","MeSH:D002056",0,2,0,2
"MeSH:D003080||gain||vehicle_untreated","MeSH:D003080",0,2,0,2
"MeSH:D003471||gain||vehicle_untreated","MeSH:D003471",0,2,0,2
"MeSH:D003715||gain||vehicle_untreated","MeSH:D003715",0,2,0,2
"MeSH:D003847||gain||vehicle_untreated","MeSH:D003847",0,2,0,2
"MeSH:D003882||gain||vehicle_untreated","MeSH:D003882",1,3,1,3
"MeSH:D004827||gain||vehicle_untreated","MeSH:D004827",0,3,0,2
"MeSH:D005408||gain||vehicle_untreated","MeSH:D005408",0,2,0,2
"MeSH:D005909||gain||vehicle_untreated","MeSH:D005909",3,10,2,4
"MeSH:D005910||gain||vehicle_untreated","MeSH:D005910",0,2,0,2
"MeSH:D007781||gain||vehicle_untreated","MeSH:D007781",0,2,0,2
"MeSH:D010518||gain||vehicle_untreated","MeSH:D010518",0,2,0,2
"MeSH:D011087||gain||vehicle_untreated","MeSH:D011087",0,2,0,2
"MeSH:D013313||gain||vehicle_untreated","MeSH:D013313",0,3,0,2
"MeSH:D013771||gain||vehicle_untreated","MeSH:D013771",0,2,0,2
"MeSH:D015444||gain||vehicle_untreated","MeSH:D015444",0,4,0,2
"MeSH:D016922||gain||vehicle_untreated","MeSH:D016922",0,3,0,2
"MeSH:D020329||gain||vehicle_untreated","MeSH:D020329",0,2,0,2
"MeSH:D028941||gain||vehicle_untreated","MeSH:D028941",0,2,0,2
"MeSH:D050177||gain||vehicle_untreated","MeSH:D050177",0,2,0,2
"MeSH:D055113||gain||vehicle_untreated","MeSH:D055113",0,3,0,2
"MeSH:D066300||gain||vehicle_untreated","MeSH:D066300",0,3,0,2
"CHEBI:132082||gain||vehicle_untreated_ownbase","CHEBI:132082",0,1,0,1
"CHEBI:135918||gain||vehicle_untreated","CHEBI:135918",4,5,2,3
"CHEBI:16240||gain||vehicle_untreated","CHEBI:16240",29,30,15,16
"CHEBI:16670||gain||vehicle_untreated","CHEBI:16670",0,2,0,1
"CHEBI:186187||gain||vehicle_untreated","CHEBI:186187",0,1,0,1
"CHEBI:230484||gain||vehicle_untreated","CHEBI:230484",6,7,3,4
"CHEBI:230487||gain||minus dtagv","CHEBI:230487",0,1,0,1
"CHEBI:230487||gain||vehicle_untreated","CHEBI:230487",4,6,4,5
"CHEBI:231605||gain||ctrl","CHEBI:231605",0,1,0,1
"CHEBI:232584||gain||vehicle_untreated","CHEBI:232584",1,2,1,2
"CHEBI:232592||gain||vehicle_untreated","CHEBI:232592",3,4,3,4
"CHEBI:232752||gain||vehicle_untreated","CHEBI:232752",8,10,6,7
"CHEBI:233314||gain||vehicle_untreated","CHEBI:233314",0,1,0,1
"CHEBI:233322||gain||vehicle_untreated","CHEBI:233322",0,1,0,1
"CHEBI:233326||gain||vehicle_untreated","CHEBI:233326",0,1,0,1
"CHEBI:233818||gain||vehicle_untreated","CHEBI:233818",0,1,0,1
"CHEBI:234558||gain||vehicle_untreated","CHEBI:234558",1,2,1,2
"CHEBI:2762||gain||vehicle_untreated","CHEBI:2762",0,1,0,1
"CHEBI:27666||gain||vehicle_untreated","CHEBI:27666",5,6,3,4
"CHEBI:28285||gain||vehicle_untreated","CHEBI:28285",0,1,0,1
"CHEBI:29579||gain||vehicle_untreated","CHEBI:29579",0,1,0,1
"CHEBI:30212||gain||dark","CHEBI:30212",0,1,0,1
"CHEBI:31638||gain||vehicle_untreated","CHEBI:31638",26,27,22,23
"CHEBI:32509||gain||vehicle_untreated","CHEBI:32509",0,1,0,1
"CHEBI:34206||gain||vehicle_untreated","CHEBI:34206",0,1,0,1
"CHEBI:34317||gain||vehicle_untreated","CHEBI:34317",0,1,0,1
"CHEBI:34741||gain||vehicle_untreated","CHEBI:34741",0,1,0,1
"CHEBI:36704||gain||nt","CHEBI:36704",0,2,0,1
"CHEBI:40279||gain||ctrl","CHEBI:40279",0,1,0,1
"CHEBI:44616||gain||bsa","CHEBI:44616",0,1,0,1
"CHEBI:44616||gain||no treat","CHEBI:44616",0,1,0,1
"CHEBI:44616||gain||su","CHEBI:44616",0,1,0,1
"CHEBI:46024||gain||vehicle_untreated","CHEBI:46024",17,19,7,8
"CHEBI:46742||gain||vehicle_untreated","CHEBI:46742",11,12,8,9
"CHEBI:50131||gain||vehicle_untreated","CHEBI:50131",58,60,32,33
"CHEBI:529996||gain||vehicle_untreated","CHEBI:529996",0,1,0,1
"CHEBI:60325||gain||e","CHEBI:60325",0,1,0,1
"CHEBI:64090||gain||vehicle_untreated","CHEBI:64090",1,2,1,2
"CHEBI:6775||gain||vehicle_untreated_ownbase","CHEBI:6775",0,1,0,1
"CHEBI:746964||gain||vehicle_untreated","CHEBI:746964",0,1,0,1
"CHEBI:746980||gain||vehicle_untreated","CHEBI:746980",0,1,0,1
"CHEBI:75393||gain||nt","CHEBI:75393",0,1,0,1
"CHEBI:75404||gain||nt","CHEBI:75404",0,1,0,1
"CHEBI:79991||gain||vehicle_untreated","CHEBI:79991",0,1,0,1
"CHEBI:79997||gain||vehicle_untreated","CHEBI:79997",0,2,0,1
"CHEBI:81351||gain||vehicle_untreated","CHEBI:81351",3,4,3,4
"CHEBI:81582||gain||vehicle_untreated","CHEBI:81582",0,1,0,1
"CHEBI:81584||gain||vehicle_untreated","CHEBI:81584",0,1,0,1
"CHEBI:81664||gain||vehicle_untreated","CHEBI:81664",2,3,0,1
"CHEBI:82701||gain||vehicle_untreated","CHEBI:82701",1,2,1,2
"CHEBI:85928||gain||vehicle_untreated","CHEBI:85928",1,2,1,2
"CHEBI:88249||gain||vehicle_untreated","CHEBI:88249",5,7,2,3
"CHEBI:90690||gain||vehicle_untreated","CHEBI:90690",0,1,0,1
"CHEBI:91399||gain||vehicle_untreated","CHEBI:91399",1,2,1,2
"CHEBI:95083||gain||vehicle_untreated","CHEBI:95083",6,10,5,6
"CHEMBL:CHEMBL1162496||gain||vehicle_untreated","CHEMBL:CHEMBL1162496",0,1,0,1
"CHEMBL:CHEMBL1201593||gain||vehicle_untreated","CHEMBL:CHEMBL1201593",0,1,0,1
"CHEMBL:CHEMBL2108232||gain||vehicle_untreated","CHEMBL:CHEMBL2108232",0,1,0,1
"CHEMBL:CHEMBL2108239||gain||vehicle_untreated","CHEMBL:CHEMBL2108239",2,4,0,1
"CHEMBL:CHEMBL2177390||gain||negctrl","CHEMBL:CHEMBL2177390",0,1,0,1
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated","CHEMBL:CHEMBL2177390",5,6,4,5
"CHEMBL:CHEMBL2331680||gain||vehicle_untreated","CHEMBL:CHEMBL2331680",1,2,1,2
"CHEMBL:CHEMBL3590106||gain||vehicle_untreated","CHEMBL:CHEMBL3590106",3,4,2,3
"CHEMBL:CHEMBL3601411||gain||vehicle_untreated","CHEMBL:CHEMBL3601411",0,1,0,1
"CHEMBL:CHEMBL3818130||gain||vehicle_untreated","CHEMBL:CHEMBL3818130",0,1,0,1
"CHEMBL:CHEMBL4297680||gain||vehicle_untreated","CHEMBL:CHEMBL4297680",0,1,0,1
"CHEMBL:CHEMBL4521078||gain||vehicle_untreated","CHEMBL:CHEMBL4521078",0,1,0,1
"CHEMBL:CHEMBL4650335||gain||vehicle_untreated","CHEMBL:CHEMBL4650335",0,1,0,1
"CHEMBL:CHEMBL4650498||gain||placebo","CHEMBL:CHEMBL4650498",0,1,0,1
"CHEMBL:CHEMBL5095044||gain||vehicle_untreated","CHEMBL:CHEMBL5095044",3,4,2,3
"CHEMBL:CHEMBL5095267||gain||vehicle_untreated","CHEMBL:CHEMBL5095267",0,1,0,1
"HGNC:10037||gain||vehicle_untreated","HGNC:10037",0,1,0,1
"HGNC:10248||gain||vehicle_untreated","HGNC:10248",0,1,0,1
"HGNC:1033||gain||vehicle_untreated","HGNC:1033",0,1,0,1
"HGNC:10569||gain||empty vector","HGNC:10569",0,1,0,1
"HGNC:10638||gain||vehicle_untreated","HGNC:10638",1,2,0,1
"HGNC:1066||gain||scramble","HGNC:1066",0,1,0,1
"HGNC:10782||gain||vehicle_untreated","HGNC:10782",0,1,0,1
"HGNC:10783||gain||vehicle_untreated","HGNC:10783",2,3,1,2
"HGNC:10785||gain||vehicle_untreated","HGNC:10785",2,3,1,2
"HGNC:10786||gain||vehicle_untreated","HGNC:10786",1,2,0,1
"HGNC:10787||gain||vehicle_untreated","HGNC:10787",0,1,0,1
"HGNC:10854||gain||nt","HGNC:10854",0,1,0,1
"HGNC:1100||gain||ctrl","HGNC:1100",0,1,0,1
"HGNC:11071||gain||vehicle_untreated","HGNC:11071",0,1,0,1
"HGNC:11103||gain||vehicle_untreated","HGNC:11103",2,4,1,2
"HGNC:11114||gain||shnc","HGNC:11114",0,1,0,1
"HGNC:11194||gain||empty vector","HGNC:11194",0,1,0,1
"HGNC:11201||gain||gfp","HGNC:11201",0,1,0,1
"HGNC:11204||gain||empty vector","HGNC:11204",0,1,0,1
"HGNC:11579||gain||vehicle_untreated","HGNC:11579",0,1,0,1
"HGNC:11642||gain||vehicle_untreated","HGNC:11642",1,2,0,1
"HGNC:11744||gain||vehicle_untreated","HGNC:11744",1,2,1,2
"HGNC:11752||gain||vehicle_untreated","HGNC:11752",0,2,0,1
"HGNC:11753||gain||vehicle_untreated","HGNC:11753",1,2,1,2
"HGNC:11766||gain||chondrogenic differentiation","HGNC:11766",0,1,0,1
"HGNC:11766||gain||con","HGNC:11766",0,1,0,1
"HGNC:11766||gain||ctrl","HGNC:11766",1,2,1,2
"HGNC:11766||gain||nostim","HGNC:11766",0,1,0,1
"HGNC:11811||gain||empty vector","HGNC:11811",0,1,0,1
"HGNC:11969||gain||vehicle_untreated","HGNC:11969",0,1,0,1
"HGNC:11982||gain||vehicle_untreated","HGNC:11982",0,1,0,1
"HGNC:12473||gain||wt","HGNC:12473",0,1,0,1
"HGNC:12680||gain||water","HGNC:12680",0,1,0,1
"HGNC:12682||gain||conditioned medium of lec","HGNC:12682",0,1,0,1
"HGNC:129||gain||vehicle_untreated","HGNC:129",0,1,0,1
"HGNC:12932||gain||vehicle_untreated","HGNC:12932",0,1,0,1
"HGNC:13013||gain||vehicle_untreated","HGNC:13013",0,1,0,1
"HGNC:13164||gain||vehicle_untreated","HGNC:13164",0,1,0,1
"HGNC:13203||gain||vehicle_untreated","HGNC:13203",0,1,0,1
"HGNC:13805||gain||gfp","HGNC:13805",0,1,0,1
"HGNC:14291||gain||vehicle_untreated","HGNC:14291",0,1,0,1
"HGNC:14304||gain||wild type","HGNC:14304",0,1,0,1
"HGNC:14934||gain||wt","HGNC:14934",0,1,0,1
"HGNC:15488||gain||ns","HGNC:15488",0,1,0,1
"HGNC:16039||gain||vehicle_untreated","HGNC:16039",0,1,0,1
"HGNC:16468||gain||empty vector","HGNC:16468",0,1,0,1
"HGNC:16792||gain||scramble","HGNC:16792",0,1,0,1
"HGNC:16846||gain||vehicle_untreated","HGNC:16846",1,2,1,2
"HGNC:17008||gain||empty vector","HGNC:17008",0,1,0,1
"HGNC:17035||gain||vehicle_untreated","HGNC:17035",0,1,0,1
"HGNC:17075||gain||vehicle_untreated","HGNC:17075",0,1,0,1
"HGNC:17371||gain||vehicle_untreated","HGNC:17371",0,1,0,1
"HGNC:17557||gain||vehicle_untreated","HGNC:17557",0,1,0,1
"HGNC:17563||gain||thp nc","HGNC:17563",0,1,0,1
"HGNC:17944||gain||vehicle_untreated","HGNC:17944",0,1,0,1
"HGNC:1811||gain||wt","HGNC:1811",0,1,0,1
"HGNC:18160||gain||empty vector","HGNC:18160",0,1,0,1
"HGNC:18196||gain||empty vector","HGNC:18196",0,1,0,1
"HGNC:18222||gain||gfp","HGNC:18222",0,1,0,1
"HGNC:18538||gain||egfp","HGNC:18538",0,1,0,1
"HGNC:18587||gain||gfp","HGNC:18587",0,1,0,1
"HGNC:18674||gain||vehicle_untreated","HGNC:18674",0,1,0,1
"HGNC:18714||gain||vehicle_untreated","HGNC:18714",0,1,0,1
"HGNC:18749||gain||vehicle_untreated","HGNC:18749",0,1,0,1
"HGNC:18873||gain||vehicle_untreated","HGNC:18873",0,1,0,1
"HGNC:19102||gain||vehicle_untreated","HGNC:19102",0,1,0,1
"HGNC:20951||gain||vehicle_untreated","HGNC:20951",0,1,0,1
"HGNC:21270||gain||scr","HGNC:21270",0,1,0,1
"HGNC:225||gain||vehicle_untreated","HGNC:225",3,4,2,3
"HGNC:23156||gain||vehicle_untreated","HGNC:23156",0,1,0,1
"HGNC:23200||gain||gfp","HGNC:23200",0,1,0,1
"HGNC:23734||gain||vehicle_untreated","HGNC:23734",0,1,0,1
"HGNC:2438||gain||vehicle_untreated","HGNC:2438",0,1,0,1
"HGNC:2469||gain||vehicle_untreated","HGNC:2469",0,1,0,1
"HGNC:24712||gain||vector","HGNC:24712",0,1,0,1
"HGNC:2473||gain||pcmv entry","HGNC:2473",0,1,0,1
"HGNC:2524||gain||vehicle_untreated","HGNC:2524",0,2,0,1
"HGNC:25265||gain||vehicle_untreated","HGNC:25265",0,1,0,1
"HGNC:25386||gain||wild type","HGNC:25386",0,1,0,1
"HGNC:255||gain||vehicle_untreated","HGNC:255",0,1,0,1
"HGNC:25671||gain||crispr cas engineered knock out","HGNC:25671",0,1,0,1
"HGNC:25978||gain||vector only","HGNC:25978",0,1,0,1
"HGNC:25996||gain||scrambled sirna control","HGNC:25996",0,1,0,1
"HGNC:2746||gain||scr si","HGNC:2746",0,1,0,1
"HGNC:2761||gain||vehicle_untreated","HGNC:2761",0,1,0,1
"HGNC:28146||gain||vehicle_untreated","HGNC:28146",0,1,0,1
"HGNC:29012||gain||control sirna scrambled","HGNC:29012",0,1,0,1
"HGNC:2910||gain||vehicle_untreated","HGNC:2910",0,1,0,1
"HGNC:29484||gain||vehicle_untreated","HGNC:29484",1,2,0,1
"HGNC:29629||gain||nc","HGNC:29629",0,1,0,1
"HGNC:29926||gain||vehicle_untreated","HGNC:29926",0,1,0,1
"HGNC:30450||gain||vehicle_untreated","HGNC:30450",0,1,0,1
"HGNC:3059||gain||vehicle_untreated","HGNC:3059",0,1,0,1
"HGNC:30654||gain||non silencing","HGNC:30654",0,1,0,1
"HGNC:3148||gain||vehicle_untreated","HGNC:3148",0,1,0,1
"HGNC:31523||gain||vehicle_untreated","HGNC:31523",0,1,0,1
"HGNC:31542||gain||wild type","HGNC:31542",0,1,0,1
"HGNC:31555||gain||vehicle_untreated","HGNC:31555",0,1,0,1
"HGNC:31573||gain||vehicle_untreated","HGNC:31573",0,1,0,1
"HGNC:31581||gain||vehicle_untreated","HGNC:31581",0,1,0,1
"HGNC:31594||gain||vehicle_untreated","HGNC:31594",0,1,0,1
"HGNC:31616||gain||vehicle_untreated","HGNC:31616",0,1,0,1
"HGNC:31624||gain||mimic scramble","HGNC:31624",0,1,0,1
"HGNC:31777||gain||empty vector","HGNC:31777",0,1,0,1
"HGNC:31868||gain||vehicle_untreated","HGNC:31868",0,1,0,1
"HGNC:32074||gain||vehicle_untreated","HGNC:32074",0,1,0,1
"HGNC:32084||gain||sigfp","HGNC:32084",0,1,0,1
"HGNC:32138||gain||sigfp","HGNC:32138",0,1,0,1
"HGNC:33135||gain||vehicle_untreated","HGNC:33135",0,1,0,1
"HGNC:33510||gain||htert","HGNC:33510",0,1,0,1
"HGNC:33643||gain||vehicle_untreated","HGNC:33643",0,1,0,1
"HGNC:3373||gain||ctrl","HGNC:3373",0,1,0,1
"HGNC:3373||gain||vehicle_untreated","HGNC:3373",2,3,0,1
"HGNC:3430||gain||vehicle_untreated","HGNC:3430",3,4,2,3
"HGNC:3463||gain||vehicle_untreated","HGNC:3463",0,1,0,1
"HGNC:3488||gain||empty vector","HGNC:3488",0,1,0,1
"HGNC:3527||gain||wild type","HGNC:3527",1,2,0,1
"HGNC:3559||gain||vehicle_untreated","HGNC:3559",0,1,0,1
"HGNC:3678||gain||vehicle_untreated","HGNC:3678",0,1,0,1
"HGNC:3680||gain||ctrl","HGNC:3680",0,1,0,1
"HGNC:3800||gain||empty vector","HGNC:3800",1,2,0,1
"HGNC:3810||gain||empty vector","HGNC:3810",0,1,0,1
"HGNC:3971||gain||vehicle_untreated","HGNC:3971",0,1,0,1
"HGNC:4174||gain||pdgfra","HGNC:4174",0,1,0,1
"HGNC:4174||gain||vehicle_untreated","HGNC:4174",1,2,1,2
"HGNC:43014||gain||empty vector","HGNC:43014",0,1,0,1
"HGNC:44311||gain||wild type","HGNC:44311",0,1,0,1
"HGNC:4831||gain||non targeting","HGNC:4831",0,1,0,1
"HGNC:48626||gain||nc","HGNC:48626",0,1,0,1
"HGNC:5000||gain||empty vector","HGNC:5000",0,1,0,1
"HGNC:5046||gain||shcontrol","HGNC:5046",0,1,0,1
"HGNC:5101||gain||vehicle_untreated","HGNC:5101",0,1,0,1
"HGNC:5128||gain||non silencing shrna","HGNC:5128",0,1,0,1
"HGNC:587||gain||vehicle_untreated","HGNC:587",0,1,0,1
"HGNC:6224||gain||rfp","HGNC:6224",0,1,0,1
"HGNC:6263||gain||rfp","HGNC:6263",0,1,0,1
"HGNC:6350||gain||non silencing shrna","HGNC:6350",0,1,0,1
"HGNC:6366||gain||vehicle_untreated","HGNC:6366",0,1,0,1
"HGNC:651||gain||vehicle_untreated","HGNC:651",0,1,0,1
"HGNC:6642||gain||empty vector","HGNC:6642",0,1,0,1
"HGNC:6871||gain||vehicle_untreated","HGNC:6871",0,1,0,1
"HGNC:738||gain||gfp","HGNC:738",0,1,0,1
"HGNC:738||gain||vehicle_untreated","HGNC:738",1,2,0,1
"HGNC:7553||gain||lacz","HGNC:7553",0,1,0,1
"HGNC:7610||gain||vector ctrl","HGNC:7610",0,1,0,1
"HGNC:7838||gain||vehicle_untreated","HGNC:7838",0,1,0,1
"HGNC:785||gain||wild type","HGNC:785",0,1,0,1
"HGNC:8014||gain||non targeting sgrna vector","HGNC:8014",0,1,0,1
"HGNC:8031||gain||empty lentiviral vector","HGNC:8031",0,1,0,1
"HGNC:9137||gain||vehicle_untreated","HGNC:9137",0,1,0,1
"HGNC:9235||gain||ctrl","HGNC:9235",0,1,0,1
"HGNC:9346||gain||vehicle_untreated","HGNC:9346",2,3,1,2
"HGNC:9357||gain||vehicle_untreated","HGNC:9357",0,1,0,1
"HGNC:9376||gain||vehicle_untreated","HGNC:9376",0,1,0,1
"HGNC:9377||gain||vehicle_untreated","HGNC:9377",0,1,0,1
"HGNC:9378||gain||wt","HGNC:9378",0,1,0,1
"HGNC:9379||gain||wt","HGNC:9379",0,1,0,1
"HGNC:9545||gain||vehicle_untreated","HGNC:9545",0,1,0,1
"HGNC:992||gain||vehicle_untreated","HGNC:992",0,1,0,1
"HGNC:9962||gain||scramble","HGNC:9962",0,1,0,1
"MeSH:D000069594||gain||placebo","MeSH:D000069594",0,1,0,1
"MeSH:D000069594||gain||placebo_ownbase","MeSH:D000069594",0,1,0,1
"MeSH:D000071243||gain||vehicle_untreated","MeSH:D000071243",0,1,0,1
"MeSH:D000072282||gain||vehicle_untreated","MeSH:D000072282",0,1,0,1
"MeSH:D000073839||gain||vehicle_untreated","MeSH:D000073839",0,1,0,1
"MeSH:D000074285||gain||vehicle_untreated","MeSH:D000074285",2,3,2,3
"MeSH:D000077190||gain||vehicle_untreated","MeSH:D000077190",0,1,0,1
"MeSH:D000077274||gain||paracancerous tissue","MeSH:D000077274",0,1,0,1
"MeSH:D000077274||gain||vehicle_untreated","MeSH:D000077274",0,2,0,1
"MeSH:D000083242||gain||sca without is","MeSH:D000083242",0,1,0,1
"MeSH:D000084462||gain||vehicle_untreated","MeSH:D000084462",0,2,0,1
"MeSH:D000086382||gain||non covid","MeSH:D000086382",0,1,0,1
"MeSH:D000088162||gain||vehicle_untreated","MeSH:D000088162",0,1,0,1
"MeSH:D000091083||gain||matrigel growth factor reduced mrf","MeSH:D000091083",0,1,0,1
"MeSH:D000097791||gain||vehicle_untreated","MeSH:D000097791",0,1,0,1
"MeSH:D000138||gain||vehicle_untreated","MeSH:D000138",0,1,0,1
"MeSH:D000140||gain||vehicle_untreated","MeSH:D000140",0,1,0,1
"MeSH:D000172||gain||non functioning pituitary adenoma","MeSH:D000172",0,1,0,1
"MeSH:D000328||gain||newborn","MeSH:D000328",0,1,0,1
"MeSH:D000375||gain||vehicle_untreated","MeSH:D000375",0,2,0,1
"MeSH:D000375||gain||young","MeSH:D000375",0,1,0,1
"MeSH:D000517||gain||vehicle_untreated","MeSH:D000517",0,1,0,1
"MeSH:D000784||gain||vehicle_untreated","MeSH:D000784",0,1,0,1
"MeSH:D000787||gain||asymptomatic controls","MeSH:D000787",0,1,0,1
"MeSH:D000974||gain||vehicle_untreated","MeSH:D000974",0,1,0,1
"MeSH:D001025||gain||vehicle_untreated","MeSH:D001025",0,1,0,1
"MeSH:D001165||gain||vehicle_untreated","MeSH:D001165",0,1,0,1
"MeSH:D001249||gain||atopic","MeSH:D001249",0,1,0,1
"MeSH:D001249||gain||copd","MeSH:D001249",0,1,0,1
"MeSH:D001254||gain||vehicle_untreated","MeSH:D001254",2,3,1,2
"MeSH:D001281||gain||vehicle_untreated","MeSH:D001281",0,2,0,1
"MeSH:D001647||gain||vehicle_untreated","MeSH:D001647",0,1,0,1
"MeSH:D001656||gain||vehicle_untreated","MeSH:D001656",0,3,0,1
"MeSH:D001991||gain||vehicle_untreated","MeSH:D001991",0,1,0,1
"MeSH:D001997||gain||no bpd","MeSH:D001997",0,1,0,1
"MeSH:D002006||gain||vehicle_untreated","MeSH:D002006",0,1,0,1
"MeSH:D002117||gain||vehicle_untreated","MeSH:D002117",0,5,0,1
"MeSH:D002144||gain||empty","MeSH:D002144",0,1,0,1
"MeSH:D002182||gain||vehicle_untreated","MeSH:D002182",0,1,0,1
"MeSH:D002285||gain||vehicle_untreated","MeSH:D002285",0,1,0,1
"MeSH:D002446||gain||non celiac","MeSH:D002446",0,1,0,1
