"ckey","stato","k_v13","k_v14"
"CHEBI:195599||gain||vehicle_untreated","IDENTICO",4,4
"HGNC:6011||gain||vehicle_untreated","IDENTICO",4,4
"CHEBI:31941||gain||vehicle_untreated","IDENTICO",4,4
"NCBITaxon:10407||gain||vehicle_untreated","IDENTICO",4,4
"CHEMBL:CHEMBL2107881||gain||vehicle_untreated","IDENTICO",4,4
"CHEBI:145535||gain||vehicle_untreated","IDENTICO",4,4
"STR:sirna_pool_against_igf2bp1||block||control sirna","IDENTICO",4,4
"CHEBI:230905||gain||vehicle_untreated","IDENTICO",4,4
"CHEBI:50385||gain||vehicle_untreated","IDENTICO",4,4
"CHEBI:4167||loss||vehicle_untreated","IDENTICO",4,4
"CHEBI:8499||gain||vehicle_untreated","IDENTICO",3,3
"NCBITaxon:1282||gain||vehicle_untreated","IDENTICO",3,3
"STR:covid||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:71019||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:5118||gain||vehicle_untreated","IDENTICO",3,3
"CHEMBL:CHEMBL3544911||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:90217||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:16335||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:11998||block||vehicle_untreated","IDENTICO",3,3
"CHEBI:3638||gain||vehicle_untreated","IDENTICO",3,3
"CHEMBL:CHEMBL1201583||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:2434||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:47898||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:232613||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:28680||gain||vehicle_untreated","IDENTICO",3,3
"CHEMBL:CHEMBL3987016||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D015470||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:18357||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:91450||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:28777||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:73572||gain||vehicle_untreated","IDENTICO",3,3
"NCBITaxon:851||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:47344||gain||vehicle_untreated","IDENTICO",3,3
"STR:dbrd9||gain||vehicle_untreated","IDENTICO",3,3
"STR:nahs||gain||vehicle_untreated","IDENTICO",3,3
"STR:1_25_oh_2d3||gain||vehicle_untreated","IDENTICO",3,3
"STR:ykl_5_124||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:176844||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:27881||gain||vehicle_untreated","IDENTICO",3,3
"STR:snx631||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:6407||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:17234||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:59132||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:132082||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:138438||gain||vehicle_untreated","IDENTICO",3,3
"STR:srsf1_knockdown||block||vehicle_untreated","IDENTICO",3,3
"STR:smoking||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:8975||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D015451||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D013167||gain||vehicle_untreated","IDENTICO",3,3
"STR:medulloblastoma||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D012595||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D016640||gain||vehicle_untreated","IDENTICO",3,3
"STR:senescent||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:5931||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:9513||gain||vehicle_untreated","IDENTICO",3,3
"STR:g007_lk||gain||vehicle_untreated","IDENTICO",3,3
"COMBO:il-13+il-4||gain||vehicle_untreated","IDENTICO",3,3
"STR:cteph||gain||vehicle_untreated","IDENTICO",3,3
"STR:lupus||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:90195||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:37415||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:17026||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:61397||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:167670||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:140908||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:91414||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:50729||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:5423||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:64317||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:9150||gain||vehicle_untreated","IDENTICO",3,3
"COMBO:indisulam+palbociclib||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:8228||gain||vehicle_untreated","IDENTICO",3,3
"COMBO:taz+yap||block||control sirna","IDENTICO",3,3
"CHEBI:47458||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:81571||gain||vehicle_untreated","IDENTICO",3,3
"CHEMBL:CHEMBL4650278||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:125628||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:142708||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:6704||gain||vehicle_untreated","IDENTICO",3,3
"STR:cocl2||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:79369||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:3430||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D010634||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:189651||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D001749||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:15738||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D008224||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:30743||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:28201||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D003876||gain||vehicle_untreated","IDENTICO",3,3
"STR:sr2211||gain||vehicle_untreated","IDENTICO",3,3
"CHEMBL:CHEMBL4297454||gain||vehicle_untreated","IDENTICO",3,3
"STR:steatotic||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:22984||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:42068||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:233643||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:94287||gain||vehicle_untreated","IDENTICO",3,3
"HGNC:3676||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D006519||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D002311||gain||vehicle_untreated","IDENTICO",3,3
"CHEBI:2704||gain||vehicle_untreated","IDENTICO",3,3
"MeSH:D000086382||gain||vehicle_untreated","NUOVO",0,13
"MeSH:D012559||gain||vehicle_untreated","NUOVO",0,10
"MeSH:D000860||gain||normoxia","NUOVO",0,10
"MeSH:D007627||gain||vehicle_untreated","NUOVO",0,8
"CHEBI:73390||gain||vehicle_untreated","NUOVO",0,8
"HGNC:5434||gain||vehicle_untreated","NUOVO",0,8
"MeSH:D009103||gain||vehicle_untreated","NUOVO",0,7
"MeSH:D011565||gain||vehicle_untreated","NUOVO",0,7
"MeSH:D054990||gain||vehicle_untreated","NUOVO",0,6
"MeSH:D012859||gain||vehicle_untreated","NUOVO",0,6
"MeSH:D003550||gain||vehicle_untreated","NUOVO",0,6
"HGNC:12680||gain||vehicle_untreated","NUOVO",0,5
"MeSH:D001249||gain||vehicle_untreated","NUOVO",0,5
"MeSH:D006333||gain||vehicle_untreated","NUOVO",0,5
"CHEBI:232861||gain||vehicle_untreated","NUOVO",0,4
"MeSH:D029424||gain||vehicle_untreated","NUOVO",0,4
"MeSH:D000236||gain||vehicle_untreated","NUOVO",0,4
"MeSH:D001714||gain||vehicle_untreated","NUOVO",0,4
"MeSH:D018805||gain||vehicle_untreated","NUOVO",0,4
"CHEBI:176335||gain||vehicle_untreated","NUOVO",0,3
"MeSH:D010003||gain||vehicle_untreated","NUOVO",0,3
"CHEBI:230487||gain||vehicle_untreated","NUOVO",0,3
"CHEMBL:CHEMBL1201556||gain||vehicle_untreated","NUOVO",0,3
"HGNC:11998||gain||vehicle_untreated","NUOVO",0,3
"MeSH:D009101||gain||vehicle_untreated_liquid","NUOVO",0,3
"STR:kw-2449||gain||vehicle_untreated","NUOVO",0,3
"MeSH:D001656||gain||vehicle_untreated","NUOVO",0,3
"CHEBI:4167||gain||vehicle_untreated","SPARITO",5,0
"STR:multiple_sclerosis||gain||vehicle_untreated","SPARITO",9,0
"STR:asthma||gain||vehicle_untreated","SPARITO",5,0
"STR:tgfb||gain||vehicle_untreated","SPARITO",11,0
"STR:ptsd||gain||vehicle_untreated","SPARITO",3,0
"STR:osteosarcoma||gain||vehicle_untreated","SPARITO",4,0
"STR:vegf||gain||vehicle_untreated","SPARITO",4,0
"STR:osteoarthritis||gain||vehicle_untreated","SPARITO",5,0
"STR:r5020||gain||vehicle_untreated","SPARITO",8,0
"STR:psoriasis||gain||vehicle_untreated","SPARITO",10,0
"STR:tgf_b||gain||vehicle_untreated","SPARITO",3,0
"STR:chronic_periodontitis||gain||vehicle_untreated","SPARITO",3,0
"STR:il17||gain||vehicle_untreated","SPARITO",3,0
"STR:covid_19||gain||vehicle_untreated","SPARITO",12,0
"STR:sjogren_s_syndrome||gain||vehicle_untreated","SPARITO",6,0
"STR:bipolar_disorder||gain||vehicle_untreated","SPARITO",4,0
"STR:hypertension||gain||vehicle_untreated","SPARITO",3,0
"STR:copd||gain||vehicle_untreated","SPARITO",4,0
"STR:ifnb||gain||vehicle_untreated","SPARITO",5,0
"STR:adenoma||gain||vehicle_untreated","SPARITO",4,0
"STR:biliary_atresia||gain||vehicle_untreated","SPARITO",3,0
"STR:keloid||gain||vehicle_untreated","SPARITO",10,0
"STR:multiple_myeloma||gain||vehicle_untreated_liquid","SPARITO",3,0
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated","SPARITO",7,0
"STR:heart_failure||gain||vehicle_untreated","SPARITO",6,0
"STR:stroke||gain||vehicle_untreated","SPARITO",3,0
"STR:vtp50469||gain||vehicle_untreated","SPARITO",3,0
"STR:glioblastoma||gain||vehicle_untreated","SPARITO",6,0
