"cluster_id","entita","tipo","chi","modo","n_studi_tolti","bracci_tolti","campioni_tolti","n_geni_richiesti","n_geni_confrontati","n_geni_spariti","spearman","n_sig_pieno","n_sig_ridotto","n_sig_persi","n_sig_guadagnati","max_abs_delta_logFC","gene_max_delta","k_pieno","k_ridotto"
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE134595","tutti",1,1,7,7909,7904,5,0.984206860079138,7909,7714,195,0,0.0850491885902431,"ENSG00000086991",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE136534","tutti",1,1,6,7909,7908,1,0.996901839918586,7909,7701,208,0,0.0559294230871616,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE137779","tutti",1,1,6,7909,7905,4,0.990020135635968,7909,7745,164,0,0.136166096268378,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE142417","tutti",1,1,15,7909,7909,0,0.99808172022385,7909,7781,128,0,0.0582822242392433,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE145746","tutti",1,2,14,7909,7907,2,0.989170373261892,7909,7683,226,0,0.148602037225711,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE148767","tutti",1,3,14,7909,7903,6,0.987324805830275,7909,7694,215,0,0.0825833957234643,"ENSG00000086991",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE154646","tutti",1,2,8,7909,7908,1,0.995727609716745,7909,7798,111,0,0.137126275237131,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE155832","tutti",1,4,32,7909,7908,1,0.995197502231358,7909,7785,124,0,0.0789121296879944,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE160671","tutti",1,2,16,7909,7907,2,0.993334500738836,7909,7758,151,0,0.133329051642004,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE163241","tutti",1,1,5,7909,7907,2,0.981484300127664,7909,7714,195,0,0.091475116998109,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE174490","tutti",1,1,7,7909,7907,2,0.995377769594266,7909,7774,135,0,0.184230084768598,"ENSG00000143768",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE178518","tutti",1,1,5,7909,7909,0,0.995876569012878,7909,7651,258,0,0.121277736884039,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE178714","tutti",1,3,15,7909,7907,2,0.997622731861803,7909,7836,73,0,0.0447927523027745,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE179347","tutti",1,3,33,7909,7902,7,0.990872160704675,7909,7812,97,0,0.210558661084863,"ENSG00000143768",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE179395","tutti",1,1,11,7909,7908,1,0.995444594980655,7909,7649,260,0,0.10673653217762,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE188234","tutti",1,1,10,7909,7909,0,0.996854135938042,7909,7832,77,0,0.118888635441309,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE191279","tutti",1,2,31,7909,7904,5,0.986898926957907,7909,7600,309,0,0.0390414486226405,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE199225","tutti",1,1,9,7909,7909,0,0.998085332259742,7909,7784,125,0,0.157716315231323,"ENSG00000143768",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE199688","tutti",1,1,6,7909,7909,0,0.992853782028624,7909,7574,335,0,0.114011155033087,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE201506","tutti",1,1,24,7909,7909,0,0.99863862024246,7909,7834,75,0,0.0309062273808771,"ENSG00000086991",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE202714","tutti",1,2,12,7909,7909,0,0.99763745256769,7909,7808,101,0,0.0279643820108157,"ENSG00000103489",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE204868","tutti",1,1,6,7909,7909,0,0.985399172636798,7909,7674,235,0,0.0571035948017382,"ENSG00000086991",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE207291","tutti",1,1,4,7909,7909,0,0.995249833704977,7909,7748,161,0,0.144328489569125,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE215947","tutti",1,1,6,7909,7907,2,0.996661553806945,7909,7788,121,0,0.037777004838274,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE220038","tutti",1,2,26,7909,7909,0,0.993651347661298,7909,7708,201,0,0.0348087164675484,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE223682","tutti",1,1,5,7909,7908,1,0.991110384981833,7909,7635,274,0,0.0658659136605042,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE225159","tutti",1,1,6,7909,7909,0,0.978494745508445,7909,7688,221,0,0.0582325640029855,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE225549","tutti",1,2,10,7909,7905,4,0.990393984267805,7909,7736,173,0,0.142732220831667,"ENSG00000153086",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE226239","tutti",1,1,6,7909,7909,0,0.996578174542733,7909,7819,90,0,0.143377457384073,"ENSG00000213030",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE232435","tutti",1,1,5,7909,7909,0,0.99534120544962,7909,7639,270,0,0.151932720707916,"ENSG00000143768",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE232640","tutti",1,1,8,7909,7909,0,0.996204125903437,7909,7739,170,0,0.0809389085343923,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE240898","tutti",1,2,11,7909,7881,28,0.983021010170052,7909,7623,286,0,0.187707802846897,"ENSG00000153086",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE245621","tutti",1,2,8,7909,7889,20,0.988212372179858,7909,7706,203,0,0.0687622466009321,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE246391","tutti",1,1,8,7909,7900,9,0.994357608819159,7909,7761,148,0,0.0613487369833994,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE247237","tutti",1,1,6,7909,7909,0,0.987694712308699,7909,7695,214,0,0.0513018130496563,"ENSG00000114270",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE248794","tutti",1,1,4,7909,7909,0,0.997939426423423,7909,7826,83,0,0.0275302358246399,"ENSG00000095752",58,58
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE252425","tutti",1,1,6,7909,7909,0,0.998021928724841,7909,7780,129,0,0.0296112941653712,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE262398","tutti",1,1,6,7909,7906,3,0.981439307517066,7909,7717,192,0,0.0773281875109637,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE264288","tutti",1,3,28,7909,7909,0,0.996298037332771,7909,7697,212,0,0.097106301479192,"ENSG00000132854",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE49159","tutti",1,1,4,7909,7907,2,0.995973988802478,7909,7762,147,0,0.0343835041304645,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE85910","tutti",1,1,4,7909,7909,0,0.99586710365189,7909,7636,273,0,0.0599830571770075,"ENSG00000095752",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE88757","tutti",1,1,5,7909,7903,6,0.997283405827151,7909,7793,116,0,0.0930584142815372,"ENSG00000179772",58,57
"cgroup_L5_2e16719f","TGFB1","pulito (LOO)","GSE96975","tutti",1,1,14,7909,7909,0,0.997602902556859,7909,7780,129,0,0.129301766140335,"ENSG00000143768",58,57
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 1","tutti",10,16,117,7909,7893,16,0.912399178156403,7909,6977,932,0,0.364132972924611,"ENSG00000132854",58,49
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 2","tutti",11,16,105,7909,7894,15,0.896536166601554,7909,6721,1188,0,0.319401638456879,"ENSG00000143768",58,47
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 3","tutti",13,16,115,7909,7864,45,0.904015033488121,7909,6154,1755,0,0.472722642428628,"ENSG00000213030",58,45
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 4","tutti",12,17,148,7909,7845,64,0.905812276700628,7909,6613,1296,0,0.377881262622299,"ENSG00000213030",58,46
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 5","tutti",9,16,145,7909,7885,24,0.9230804910693,7909,7074,835,0,0.286934026442414,"ENSG00000143768",58,49
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 6","tutti",11,17,126,7909,7876,33,0.91265884434757,7909,6865,1044,0,0.14371945743827,"ENSG00000172061",58,48
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 7","tutti",10,17,137,7909,7840,69,0.907417565833158,7909,6938,971,0,0.385176477833006,"ENSG00000143768",58,48
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 8","tutti",12,16,107,7909,7859,50,0.924875258595728,7909,6414,1495,0,0.475063018082007,"ENSG00000132854",58,47
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 9","tutti",12,18,140,7909,7889,20,0.928099450133195,7909,6534,1375,0,0.157812739472977,"ENSG00000213030",58,46
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 10","tutti",13,16,101,7909,7871,38,0.920889635217901,7909,6793,1116,0,0.557251772286,"ENSG00000143768",58,46
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 11","tutti",9,18,130,7909,7889,20,0.940251243159027,7909,7065,844,0,0.469692952598839,"ENSG00000132854",58,49
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 12","tutti",10,16,117,7909,7899,10,0.946945581920456,7909,6786,1123,0,0.505815648436238,"ENSG00000213030",58,49
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 13","tutti",13,16,117,7909,7857,52,0.891303963242731,7909,6372,1537,0,0.40217178685419,"ENSG00000213030",58,46
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 14","tutti",13,16,103,7909,7862,47,0.853342781519814,7909,6680,1229,0,0.234658225806469,"ENSG00000179772",58,45
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 15","tutti",8,16,108,7909,7884,25,0.912002473876342,7909,7093,816,0,0.279465787653203,"ENSG00000086991",58,50
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 16","tutti",13,19,157,7909,7878,31,0.920056995965425,7909,6826,1083,0,0.305444496732755,"ENSG00000132854",58,45
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 17","tutti",11,16,113,7909,7893,16,0.938056702879373,7909,6547,1362,0,0.551432987433428,"ENSG00000143768",58,47
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 18","tutti",10,17,122,7909,7883,26,0.95018712212444,7909,6691,1218,0,0.254322182832057,"ENSG00000179772",58,48
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 19","tutti",12,16,129,7909,7900,9,0.923624519474179,7909,6326,1583,0,0.242083203297693,"ENSG00000179772",58,46
"cgroup_L5_2e16719f","TGFB1","nullo appaiato","estrazione 20","tutti",12,17,133,7909,7857,52,0.920638937634614,7909,6497,1412,0,0.333348072107864,"ENSG00000143768",58,47
"cgroup_L5_c548d053","lipopolysaccharide","accusato (LOO)","GSE97744","tutti",1,1,4,6883,6881,2,0.992964015241003,6883,6783,100,0,0.34299180351992,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","accusato (LOO)","GSE180693","tutti",1,2,12,6883,6882,1,0.991094595043416,6883,6764,119,0,0.26700180827119,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","accusato (LOO)","GSE181851","tutti",1,2,12,6883,6880,3,0.974678874598453,6883,6331,552,0,0.463715518217416,"ENSG00000198889",34,33
"cgroup_L5_c548d053","lipopolysaccharide","accusato (LOO)","GSE245677","tutti",1,2,10,6883,6881,2,0.972161348537755,6883,6348,535,0,0.201964092215777,"ENSG00000230341",34,33
"cgroup_L5_c548d053","lipopolysaccharide","accusato (LOO)","GSE76404","tutti",1,1,29,6883,6876,7,0.97996953182352,6883,6647,236,0,0.151918663952443,"ENSG00000277632",34,33
"cgroup_L5_c548d053","lipopolysaccharide","accusati (blocco)","GSE97744+GSE180693+GSE181851+GSE245677+GSE76404","tutti",5,8,67,6883,6867,16,0.916595784898701,6883,5821,1062,0,0.463715518217416,"ENSG00000198889",34,29
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE103501","tutti",1,1,8,6883,6878,5,0.978051235920808,6883,6401,482,0,0.213058710548822,"ENSG00000277632",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE104282","tutti",1,1,6,6883,6883,0,0.986209734153113,6883,6532,351,0,0.170388427014473,"ENSG00000115008",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE118566","tutti",1,2,18,6883,6862,21,0.966551844850104,6883,6482,401,0,0.131020137243549,"ENSG00000277943",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE125342","tutti",1,1,6,6883,6878,5,0.988071899553441,6883,6778,105,0,0.171182101448013,"ENSG00000115009",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE135640","tutti",1,2,15,6883,6878,5,0.991766653150532,6883,6798,85,0,0.209618211811422,"ENSG00000108342",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE135753","tutti",1,1,5,6883,6883,0,0.987176208499492,6883,6473,410,0,0.252341681808037,"ENSG00000108342",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE139370","tutti",1,1,6,6883,6871,12,0.972395859646374,6883,6650,233,0,0.17636123049368,"ENSG00000140274",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE140702","tutti",1,1,30,6883,6883,0,0.984662135781895,6883,6608,275,0,0.246296270031821,"ENSG00000115008",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE142560","tutti",1,2,12,6883,6883,0,0.987818837928308,6883,6786,97,0,0.176594703314192,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE145382","tutti",1,2,29,6883,6882,1,0.97788443340489,6883,6250,633,0,0.20880853457477,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE150893","tutti",1,1,4,6883,6883,0,0.988360205760467,6883,6649,234,0,0.302000177415035,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE151796","tutti",1,2,14,6883,6877,6,0.960495331132665,6883,6675,208,0,0.101999073592546,"ENSG00000115009",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE155918","tutti",1,3,28,6883,6881,2,0.974165539887195,6883,6345,538,0,0.20241035207109,"ENSG00000277632",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE173807","tutti",1,1,5,6883,6883,0,0.989054727804788,6883,6740,143,0,0.332875080566343,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE189136","tutti",1,1,5,6883,6882,1,0.989479856337888,6883,6631,252,0,0.146703788913009,"ENSG00000125538",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE190405","tutti",1,2,16,6883,6883,0,0.994055378332566,6883,6804,79,0,0.0400242699190603,"ENSG00000108342",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE196243","tutti",1,1,6,6883,6881,2,0.996335569933447,6883,6801,82,0,0.104297227806874,"ENSG00000125538",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE199367","tutti",1,5,36,6883,6883,0,0.976848355443963,6883,6657,226,0,0.202365189299228,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE208550","tutti",1,1,5,6883,6882,1,0.987155098434001,6883,6760,123,0,0.228134230870728,"ENSG00000108342",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE217012","tutti",1,1,5,6883,6882,1,0.987453145643549,6883,6723,160,0,0.161932833436769,"ENSG00000108342",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE218606","tutti",1,1,6,6883,6883,0,0.991765779941241,6883,6767,116,0,0.0915826411553056,"ENSG00000163739",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE226280","tutti",1,1,19,6883,6880,3,0.989723596464073,6883,6642,241,0,0.196557195544009,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE231686","tutti",1,1,12,6883,6881,2,0.985170477136265,6883,6567,316,0,0.157735005741626,"ENSG00000125538",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE233262","tutti",1,3,21,6883,6880,3,0.986163044499302,6883,6472,411,0,0.123664500309669,"ENSG00000277943",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE236998","tutti",1,1,12,6883,6878,5,0.972529358466432,6883,6247,636,0,0.168944859164966,"ENSG00000123610",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE236999","tutti",1,1,14,6883,6880,3,0.98683200956718,6883,6537,346,0,0.131657252021792,"ENSG00000102794",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE241554","tutti",1,1,5,6883,6878,5,0.974262406367294,6883,6714,169,0,0.135363193116179,"ENSG00000115008",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE81478","tutti",1,1,6,6883,6883,0,0.992421533431578,6883,6750,133,0,0.108150898826253,"ENSG00000163739",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE92532","tutti",1,2,32,6883,6883,0,0.986620010594102,6883,6485,398,0,0.193334737661951,"ENSG00000277943",34,33
"cgroup_L5_c548d053","lipopolysaccharide","pulito (LOO)","GSE92852","tutti",1,2,10,6883,6881,2,0.97236703221859,6883,6589,294,0,0.197059310760775,"ENSG00000274221",34,33
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 1","tutti",6,8,76,6883,6856,27,0.903704995518086,6883,5405,1478,0,0.4959260308202,"ENSG00000102794",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 2","tutti",8,8,96,6883,6867,16,0.894680065008673,6883,5194,1689,0,0.967044934319317,"ENSG00000123610",34,26
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 3","tutti",6,8,94,6883,6846,37,0.914255061072598,6883,5517,1366,0,0.361379332876729,"ENSG00000277943",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 4","tutti",6,12,99,6883,6857,26,0.875381208255835,6883,5403,1480,0,0.397233534330942,"ENSG00000123610",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 5","tutti",4,8,86,6883,6879,4,0.930562818586743,6883,5187,1696,0,0.652405077417751,"ENSG00000102794",34,30
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 6","tutti",6,8,66,6883,6868,15,0.902756879384103,6883,5967,916,0,0.378400136339884,"ENSG00000125538",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 7","tutti",7,8,42,6883,6866,17,0.918403654164303,6883,6320,563,0,0.411813324297545,"ENSG00000102794",34,27
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 8","tutti",7,9,82,6883,6876,7,0.91738026015068,6883,5571,1312,0,0.286574796881979,"ENSG00000125538",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 9","tutti",6,8,83,6883,6849,34,0.936395541955231,6883,6066,817,0,0.215328210347889,"ENSG00000108342",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 10","tutti",4,12,98,6883,6879,4,0.933639396153599,6883,5786,1097,0,0.359057753567222,"ENSG00000277943",34,30
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 11","tutti",6,8,58,6883,6870,13,0.910320791906666,6883,5499,1384,0,0.50337184692144,"ENSG00000108342",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 12","tutti",5,8,72,6883,6866,17,0.899855870922644,6883,5857,1026,0,0.416691183687278,"ENSG00000115009",34,29
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 13","tutti",7,8,59,6883,6863,20,0.896898492676608,6883,6187,696,0,0.341970297841301,"ENSG00000115008",34,27
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 14","tutti",5,8,86,6883,6869,14,0.918586577116598,6883,5580,1303,0,0.396337215407497,"ENSG00000102794",34,29
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 15","tutti",5,8,78,6883,6871,12,0.920212949457286,6883,5926,957,0,0.378335135343838,"ENSG00000108342",34,29
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 16","tutti",4,8,63,6883,6868,15,0.925285373454941,6883,5990,893,0,0.187858993491016,"ENSG00000115008",34,30
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 17","tutti",7,9,84,6883,6871,12,0.862789805790706,6883,4602,2281,0,0.747600372124011,"ENSG00000102794",34,27
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 18","tutti",6,8,76,6883,6873,10,0.898002527672375,6883,5607,1276,0,0.539694213716781,"ENSG00000102794",34,28
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 19","tutti",5,12,83,6883,6874,9,0.947185423756365,6883,6313,570,0,0.518588528497458,"ENSG00000123610",34,29
"cgroup_L5_c548d053","lipopolysaccharide","nullo appaiato","estrazione 20","tutti",6,8,77,6883,6871,12,0.93789810231291,6883,6002,881,0,0.465815709595724,"ENSG00000108342",34,28
"cgroup_L5_871ae09e","SARS-CoV-2","accusato (LOO)","GSE169241","tutti",1,1,6,1933,1933,0,0.88604589200569,1933,1848,85,0,0.00265073585554287,"ENSG00000285048",34,33
"cgroup_L5_871ae09e","SARS-CoV-2","pulito (LOO)","GSE148696","tutti",1,1,4,1933,1933,0,0.97427720496016,1933,1853,80,0,0.0802734237587333,"ENSG00000206513",34,33
"cgroup_L5_871ae09e","SARS-CoV-2","pulito (LOO)","GSE148697","tutti",1,1,6,1933,1933,0,0.970036786458895,1933,1853,80,0,0.0816552050359081,"ENSG00000185507",34,33
"cgroup_L5_871ae09e","SARS-CoV-2","pulito (LOO)","GSE150819","tutti",1,1,6,1933,1933,0,0.840137604159592,1933,1868,65,0,0.0196810389838102,"ENSG00000185507",34,33
"cgroup_L5_871ae09e","SARS-CoV-2","pulito (LOO)","GSE151803","tutti",1,1,10,1933,1933,0,0.985347353433074,1933,1862,71,0,0.0556885290575813,"ENSG00000185507",34,33
"cgroup_L5_871ae09e","SARS-CoV-2","pulito (LOO)","GSE151879","tutti",1,3,18,1933,1933,0,0.939278202865286,1933,1645,288,0,1.1267644940228,"ENSG00000285010",34,33
