"cluster_id","kind","mode","n_studies","agent_id_resolved","canonical_name","n_members","n_members_resolved","n_named_diseases","n_named_compounds","n_distinct_ids","distinct_id_sample","is_minestrone"
"group_L0_23c4b6bb","small_molecule","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_24688f4b","disease_vs_normal","group",3,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_249c2625","disease_vs_normal","group",2,"STR:carcinoma","carcinoma",4,4,1,0,1,"STR:carcinoma",FALSE
"group_L0_2522e49b","small_molecule","group",2,"CHEBI:50756","acridone",2,2,0,1,1,"CHEBI:49603",FALSE
"group_L0_261ba622","small_molecule","group",3,"CHEBI:17120","hexanoate",6,6,0,1,1,"STR:lps_exposed_for_24_hours",FALSE
"group_L0_2699678d","disease_vs_normal","group",2,"UNK",NA,29,29,0,0,0,"",FALSE
"group_L0_27dbc06f","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L0_28071f1d","disease_vs_normal","group",4,"MeSH:D011273","Pregnancy, Prolonged",11,11,3,0,3,"MeSH:D011471|STR:prostate_cancer_cell_lncap|STR:prostate_cancer_cells",TRUE
"group_L0_2842da59","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_2857834c","disease_vs_normal","group",3,"MeSH:D001943","Breast Neoplasms",5,5,0,0,0,"",FALSE
"group_L0_286b7009","small_molecule","group",3,"UNK",NA,44,44,0,0,0,"",FALSE
"group_L0_28db4e13","small_molecule","group",2,"CHEBI:5070","flavanone",2,2,0,1,1,"CHEBI:49375",FALSE
"group_L0_28dfbaf5","pathogen_or_aggregate_exposure","group",2,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L0_293aa842","disease_vs_normal","group",2,"STR:tnbc","tnbc",2,2,1,0,1,"STR:tnbc",FALSE
"group_L0_2a170909","disease_vs_normal","group",2,"STR:high_grade_serous_ovarian_cancer","high grade serous ovarian cancer",50,50,1,0,1,"STR:high_grade_serous_ovarian_cancer",FALSE
"group_L0_2a17fb46","small_molecule","group",2,"MeSH:D000988","Antispermatogenic Agents",9,9,0,0,0,"",FALSE
"group_L0_2a34d255","disease_vs_normal","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_2a789c43","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_2a8ef938","disease_vs_normal","group",2,"UNK",NA,339,339,0,0,0,"",FALSE
"group_L0_2b10e727","small_molecule","group",2,"CHEBI:5070","flavanone",2,2,0,1,1,"CHEBI:49668",FALSE
"group_L0_2b385e64","small_molecule","group",2,"STR:nsc","nsc",12,12,0,1,1,"STR:nsc",FALSE
"group_L0_2bbf399e","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L0_2bd5f155","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_2c3c0a72","small_molecule","group",2,"UNK",NA,56,56,0,0,0,"",FALSE
"group_L0_2cd9ee91","small_molecule","group",2,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_2d024f74","disease_vs_normal","group",2,"UNK",NA,31,31,0,0,0,"",FALSE
"group_L0_2d2597c8","disease_vs_normal","group",5,"MeSH:D006559","Pemphigoid Gestationis",6,6,0,0,0,"",FALSE
"group_L0_2d3773a5","pathogen_or_aggregate_exposure","group",2,"STR:tuberculosis","Tuberculosis",13,13,0,0,0,"",FALSE
"group_L0_2d4881f3","disease_vs_normal","group",4,"UNK",NA,34,34,0,0,0,"",FALSE
"group_L0_2dbfcdd5","pathogen_or_aggregate_exposure","group",2,"STR:candidemia","Candidemia",2,2,0,0,0,"",FALSE
"group_L0_2e7f90ee","small_molecule","group",2,"STR:kj_pyr_9","kj-pyr-9",3,3,0,1,1,"STR:kj_pyr_9",FALSE
"group_L0_2fa4d948","disease_vs_normal","group",3,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_2fac05bc","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_2feedeb1","small_molecule","group",2,"CHEBI:72317","cabozantinib",2,2,0,1,1,"CHEBI:72317",FALSE
"group_L0_305baaff","disease_vs_normal","group",2,"UNK",NA,14,14,0,0,0,"",FALSE
"group_L0_305dd3f8","disease_vs_normal","group",2,"MeSH:D001749","Urinary Bladder Neoplasms",10,10,1,0,1,"MeSH:D001749",FALSE
"group_L0_30b977e5","small_molecule","group",2,"CHEBI:133920","<em>N</em>-hydroxy-PhIP",2,2,0,1,1,"STR:treated_for_48_hours_with_10_um_ag1478",FALSE
"group_L0_30ec67dc","disease_vs_normal","group",3,"UNK",NA,23,23,0,0,0,"",FALSE
"group_L0_31924f53","disease_vs_normal","group",2,"UNK",NA,46,46,0,0,0,"",FALSE
"group_L0_3249445b","small_molecule","group",2,"STR:10um_of_1_s_and_uv_a_irradiated_for_30_minutes_in_a_photoreactor_with_8_lzc_uva_bulbs","10um of 1-s and uv-a irradiated for 30 minutes in a photoreactor with 8 lzc-uva bulbs",2,2,0,1,1,"STR:10um_of_1_s_and_uv_a_irradiated_for_30_minutes_in_a_photoreactor_with_8_lzc_uva_bulbs",FALSE
"group_L0_3257cac1","disease_vs_normal","group",4,"MeSH:D011471","Prostatic Neoplasms",83,83,1,0,1,"MeSH:D011471",FALSE
"group_L0_3293d309","disease_vs_normal","group",2,"STR:breast_cancer_cells","breast cancer cells",5,5,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L0_32e6f695","disease_vs_normal","group",2,"UNK",NA,79,79,0,0,0,"",FALSE
"group_L0_32f578b0","disease_vs_normal","group",2,"STR:j82_bladder_cancer_cell","j82 bladder cancer cell",9,9,1,0,1,"STR:j82_bladder_cancer_cell",FALSE
"group_L0_33024ed4","disease_vs_normal","group",4,"UNK",NA,52,52,0,0,0,"",FALSE
"group_L0_33bd50c4","small_molecule","group",3,"CHEBI:17120","hexanoate",3,3,0,0,0,"",FALSE
"group_L0_343386dd","disease_vs_normal","group",3,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_3496c74b","small_molecule","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_351930a7","disease_vs_normal","group",3,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L0_36034aef","small_molecule","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_36048ecd","small_molecule","group",2,"CHEBI:50756","acridone",3,3,0,1,1,"CHEBI:50924",FALSE
"group_L0_376b858e","disease_vs_normal","group",2,"MeSH:D009369","Neoplasms",27,27,1,0,1,"MeSH:D009369",FALSE
"group_L0_377ce250","disease_vs_normal","group",4,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L0_37934a4c","disease_vs_normal","group",2,"UNK",NA,24,24,0,0,0,"",FALSE
"group_L0_37d3cee5","disease_vs_normal","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_37fac606","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_39469d0d","small_molecule","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L0_3970bd5f","small_molecule","group",4,"CHEBI:17120","hexanoate",6,6,0,2,2,"STR:il4_and_lps_co_exposed_for_24_hours|STR:lps_exposed_for_24_hours",TRUE
"group_L0_3a2a2d82","small_molecule","group",2,"CHEBI:88237","CDP-3,6-dideoxy-α-<small>D</small>-mannose",2,2,0,1,1,"CHEBI:61390",FALSE
"group_L0_3a96aa95","pathogen_or_aggregate_exposure","group",2,"MeSH:D015497","HIV-1",2,2,0,0,0,"",FALSE
"group_L0_3ad2a836","disease_vs_normal","group",2,"MeSH:D009369","Neoplasms",2,2,1,0,1,"MeSH:D009369",FALSE
"group_L0_3ad2ff66","disease_vs_normal","group",2,"UNK",NA,15,15,1,0,1,"STR:pc_3_prostate_cancer_cell_line",FALSE
"group_L0_3bc53f05","disease_vs_normal","group",2,"UNK",NA,6,6,0,0,0,"",FALSE
"group_L0_3c5e4bbc","small_molecule","group",2,"STR:plus_tmp","plus tmp",5,5,0,1,1,"STR:plus_tmp",FALSE
"group_L0_3d25abf2","pathogen_or_aggregate_exposure","group",2,"UNK",NA,12,12,0,0,0,"",FALSE
"group_L0_3da15abb","disease_vs_normal","group",3,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_3ddb68af","disease_vs_normal","group",2,"MeSH:D002289","Carcinoma, Non-Small-Cell Lung",3,3,1,0,1,"MeSH:D002289",FALSE
"group_L0_3e15bb54","disease_vs_normal","group",2,"STR:adenocarcinoma","adenocarcinoma",5,5,1,0,1,"STR:adenocarcinoma",FALSE
"group_L0_3e620402","disease_vs_normal","group",3,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L0_3e75e259","pathogen_or_aggregate_exposure","group",4,"UNK",NA,35,35,0,0,0,"",FALSE
"group_L0_3f205745","disease_vs_normal","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_3f362541","disease_vs_normal","group",2,"UNK",NA,2,2,0,0,0,"",FALSE
"group_L0_3ff5061d","small_molecule","group",2,"CHEBI:63637","vemurafenib",13,13,0,0,0,"",FALSE
"group_L0_4011ce8e","disease_vs_normal","group",5,"UNK",NA,27,27,0,0,0,"",FALSE
"group_L0_4191a6df","disease_vs_normal","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_42650819","pathogen_or_aggregate_exposure","group",2,"STR:candida/bacterial","Candida/bacterial",2,2,0,0,0,"",FALSE
"group_L0_42c91464","small_molecule","group",2,"CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",3,3,0,2,2,"CHEBI:90943|STR:tivantinib",TRUE
"group_L0_4338d806","small_molecule","group",2,"CHEBI:85993","palbociclib",6,6,0,2,2,"CHEBI:85993|STR:palbocicilib_indisulam",TRUE
"group_L0_43aa08a2","disease_vs_normal","group",5,"UNK",NA,22,22,0,0,0,"",FALSE
"group_L0_43bd0df9","pathogen_or_aggregate_exposure","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L0_441521b3","small_molecule","group",2,"MeSH:D000989","Antistreptolysin",8,8,0,0,0,"",FALSE
"group_L0_4418cd7a","pathogen_or_aggregate_exposure","group",2,"STR:hepatitis b virus","Hepatitis B virus",8,8,0,1,1,"STR:tlr7_cm",FALSE
"group_L0_44542228","disease_vs_normal","group",2,"UNK",NA,48,48,0,0,0,"",FALSE
"group_L0_44bc7bb1","disease_vs_normal","group",5,"UNK",NA,20,20,0,0,0,"",FALSE
"group_L0_453fa094","small_molecule","group",2,"CHEBI:45783","imatinib",2,2,0,1,1,"CHEBI:45783",FALSE
"group_L0_457796db","disease_vs_normal","group",2,"STR:colon_cancer_cell_line","colon cancer cell line",4,4,1,0,1,"STR:colon_cancer_cell_line",FALSE
"group_L0_45ff18ce","small_molecule","group",2,"CHEBI:35285","iminium betaine",2,2,0,1,1,"STR:5_aza_cdr",FALSE
"group_L0_46cbe480","disease_vs_normal","group",2,"UNK",NA,11,11,0,0,0,"",FALSE
"group_L0_47111370","disease_vs_normal","group",2,"UNK",NA,48,48,0,0,0,"",FALSE
"group_L0_471ef341","small_molecule","group",2,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_4726b8b1","disease_vs_normal","group",6,"STR:breast_cancer_cells","breast cancer cells",9,9,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L0_47da1af5","disease_vs_normal","group",3,"STR:cd","cd",393,393,1,0,1,"STR:cd",FALSE
"group_L0_499b9c8b","disease_vs_normal","group",2,"STR:paracancerous","paracancerous",4,4,1,0,1,"STR:paracancerous",FALSE
"group_L0_49f9588e","disease_vs_normal","group",2,"UNK",NA,4,4,0,0,0,"",FALSE
"group_L0_4a054ad4","disease_vs_normal","group",2,"STR:tnbc","tnbc",2,2,1,0,1,"STR:tnbc",FALSE
"group_L0_4a1f0aae","disease_vs_normal","group",2,"UNK",NA,24,24,0,0,0,"",FALSE
"group_L0_4a54e0e2","disease_vs_normal","group",4,"UNK",NA,9,9,0,0,0,"",FALSE
"group_L0_4ae51a12","pathogen_or_aggregate_exposure","group",2,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L0_4aea5056","small_molecule","group",2,"CHEBI:63637","vemurafenib",3,3,0,0,0,"",FALSE
"group_L0_4aeadbdd","pathogen_or_aggregate_exposure","group",3,"STR:sars-cov-2","SARS-CoV-2",30,30,0,1,1,"STR:sars_cov_2_infection_at_moi_1_during_24_h",FALSE
"group_L0_4b2a3587","small_molecule","group",2,"CHEBI:145431","indisulam",4,4,0,1,1,"CHEBI:145431",FALSE
"group_L0_4b73ce4c","small_molecule","group",2,"CHEBI:123456","N-ethyl-2-[(2R,3R,6S)-3-[(4-fluorophenyl)sulfonylamino]-2-(hydroxymethyl)-3,6-dihydro-2H-pyran-6-yl]acetamide",4,4,0,2,2,"CHEBI:145374|CHEBI:90217",TRUE
"group_L0_4bc129cb","disease_vs_normal","group",2,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_4bd44d02","disease_vs_normal","group",5,"UNK",NA,45,45,0,0,0,"",FALSE
"group_L0_4c1c32dd","small_molecule","group",2,"UNK",NA,38,38,0,0,0,"",FALSE
"group_L0_4cabb218","small_molecule","group",2,"CHEBI:88502","DG(16:1(9Z)/18:3(6Z,9Z,12Z)/0:0)",3,3,0,0,0,"",FALSE
"group_L0_4d0cd502","disease_vs_normal","group",2,"UNK",NA,75,75,0,0,0,"",FALSE
"group_L0_4d16e67e","disease_vs_normal","group",2,"STR:colitis_associated_cancer_patient_derived_xenograft_pdx","colitis associated cancer patient-derived xenograft (pdx)",3,3,1,0,1,"STR:colitis_associated_cancer_patient_derived_xenograft_pdx",FALSE
"group_L0_4def12ad","pathogen_or_aggregate_exposure","group",2,"UNK",NA,25,25,0,0,0,"",FALSE
"group_L0_4e5812af","disease_vs_normal","group",2,"STR:pro_b_mll_leukemia_cell_line_rs4_11","pro-b mll leukemia cell line rs4;11",2,2,1,0,1,"STR:pro_b_mll_leukemia_cell_line_rs4_11",FALSE
"group_L0_4ed53625","small_molecule","group",2,"STR:dovitinib","Dovitinib",3,3,0,1,1,"STR:dovitinib",FALSE
"group_L0_4edc2da1","disease_vs_normal","group",2,"UNK",NA,16,16,0,0,0,"",FALSE
"group_L0_4f04cafa","disease_vs_normal","group",2,"UNK",NA,38,38,0,0,0,"",FALSE
"group_L0_5047a5a6","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_508dcee2","small_molecule","group",2,"CHEBI:87197","dichlorophenyl dicarboximide fungicide",2,2,0,1,1,"CHEBI:39112",FALSE
"group_L0_50cb7ea3","disease_vs_normal","group",2,"UNK",NA,3,3,0,0,0,"",FALSE
"group_L0_510a7601","disease_vs_normal","group",2,"STR:primary_ovarian_tumor_tissue","primary ovarian tumor tissue",100,100,1,0,1,"STR:primary_ovarian_tumor_tissue",FALSE
"group_L0_513ec1bf","disease_vs_normal","group",2,"UNK",NA,5,5,0,0,0,"",FALSE
"group_L0_51a2bc7b","small_molecule","group",2,"MeSH:D011278","Pregnanes",18,18,0,0,0,"",FALSE
"group_L0_52634483","disease_vs_normal","group",14,"UNK",NA,33,33,0,0,0,"",FALSE
"group_L0_5286033f","disease_vs_normal","group",9,"UNK",NA,55,55,0,0,0,"",FALSE
"group_L0_52a9386d","pathogen_or_aggregate_exposure","group",2,"UNK",NA,40,40,0,0,0,"",FALSE
"group_L0_52e26912","disease_vs_normal","group",2,"STR:non_squamous","non-squamous",25,25,1,0,1,"STR:non_squamous",FALSE
"group_L0_53b94b1d","pathogen_or_aggregate_exposure","group",2,"STR:candidemia","Candidemia",7,7,0,0,0,"",FALSE
"group_L0_53bd77cb","disease_vs_normal","group",2,"MeSH:D008281","Maine",4,4,0,0,0,"",FALSE
"group_L0_53bf630b","disease_vs_normal","group",2,"MeSH:D001943","Breast Neoplasms",2,2,1,0,1,"STR:breast_cancer_cell_line_mda_mb_231",FALSE
"group_L0_548184f1","disease_vs_normal","group",2,"MeSH:D009427","Netherlands Antilles",3,3,0,0,0,"",FALSE
"group_L0_54eaa9f0","disease_vs_normal","group",3,"UNK",NA,7,7,0,0,0,"",FALSE
"group_L0_55396b3b","disease_vs_normal","group",2,"UNK",NA,8,8,0,0,0,"",FALSE
"group_L0_55e264ef","cytokine_stim","group",2,"CHEBI:114785","erlotinib",2,2,0,1,1,"CHEBI:40629",FALSE
"group_L0_5644acdc","disease_vs_normal","group",2,"STR:breast_cancer_cells","breast cancer cells",6,6,1,0,1,"STR:breast_cancer_cells",FALSE
"group_L0_5653c1d5","small_molecule","group",2,"CHEBI:75599","EC 6.3.2.2 (glutamate—cysteine ligase) inhibitor",18,18,0,0,0,"",FALSE
"group_L0_56f0424d","disease_vs_normal","group",2,"UNK",NA,10,10,0,0,0,"",FALSE
"group_L0_56fc5a97","disease_vs_normal","group",3,"UNK",NA,22,22,0,0,0,"",FALSE
"group_L0_5707125b","disease_vs_normal","group",2,"STR:primary_colon_cancer_cell","primary colon cancer cell",3,3,1,0,1,"STR:primary_colon_cancer_cell",FALSE
"group_L0_5714b3c4","disease_vs_normal","group",2,"MeSH:D008113","Liver Neoplasms",5,5,1,0,1,"MeSH:D008113",FALSE
