"record_id","organism","nchar_raw","fail_mode"
"GSM2507568","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM4849136","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM5068840","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM3531608","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM3531612","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM2747513","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM3674375","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM3574863","Homo sapiens",6509,"MODE_B_LEGIT_TRUNC"
"GSM2884354","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM2483316","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM3674378","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM5223931","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM5223873","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM3557956","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3763010","Homo sapiens",2776,"OTHER_DEGEN"
"GSM3574844","Homo sapiens",6506,"MODE_B_LEGIT_TRUNC"
"GSM4077847","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM5776492","Homo sapiens",2389,"MODE_A_WHITESPACE"
"GSM1266745","Homo sapiens",2431,"MODE_A_WHITESPACE"
"GSM7427051","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM2991390","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3738310","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM3531622","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM3564207","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM6071325","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4385464","Homo sapiens",2692,"OTHER_DEGEN"
"GSM5363266","Homo sapiens",2450,"MODE_A_WHITESPACE"
"GSM2718681","Homo sapiens",2800,"OTHER_DEGEN"
"GSM3636487","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM3535857","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM2718682","Homo sapiens",2804,"OTHER_DEGEN"
"GSM6449053","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM5223903","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3674370","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM7372211","Homo sapiens",2407,"MODE_A_WHITESPACE"
"GSM2884954","Homo sapiens",2418,"MODE_A_WHITESPACE"
"GSM4205756","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM5363276","Homo sapiens",2450,"MODE_A_WHITESPACE"
"GSM3029019","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM2507570","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM1726432","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM6071319","Homo sapiens",2696,"OTHER_DEGEN"
"GSM3790281","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM6258172","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM1383918","Homo sapiens",6823,"MODE_B_LEGIT_TRUNC"
"GSM3688244","Homo sapiens",6683,"MODE_B_LEGIT_TRUNC"
"GSM3223603","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM7680621","Homo sapiens",2402,"MODE_A_WHITESPACE"
"GSM5364072","Homo sapiens",2711,"OTHER_DEGEN"
"GSM7499007","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM3071524","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM6503079","Homo sapiens",2735,"OTHER_DEGEN"
"GSM2237186","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM3674366","Homo sapiens",2433,"MODE_A_WHITESPACE"
"GSM6597235","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM6721317","Homo sapiens",2698,"OTHER_DEGEN"
"GSM3724050","Homo sapiens",5796,"MODE_B_LEGIT_TRUNC"
"GSM3724106","Homo sapiens",5460,"MODE_B_LEGIT_TRUNC"
"GSM3636509","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM6597944","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM3053271","Homo sapiens",2418,"MODE_A_WHITESPACE"
"GSM3071539","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4873534","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM5219614","Homo sapiens",2393,"MODE_A_WHITESPACE"
"GSM2991392","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM2483342","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM3636490","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM5971541","Homo sapiens",2696,"OTHER_DEGEN"
"GSM3067315","Homo sapiens",2433,"MODE_A_WHITESPACE"
"GSM1383909","Homo sapiens",6838,"MODE_B_LEGIT_TRUNC"
"GSM7512658","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM5435598","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM4964772","Homo sapiens",2442,"MODE_A_WHITESPACE"
"GSM4981356","Homo sapiens",2449,"MODE_A_WHITESPACE"
"GSM6421492","Homo sapiens",2429,"MODE_A_WHITESPACE"
"GSM5029912","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM6754340","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM7712272","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4849146","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3071530","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3484366","Homo sapiens",2472,"MODE_A_WHITESPACE"
"GSM7057380","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM3044965","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM6046545","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM6585853","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM6921615","Homo sapiens",2389,"MODE_A_WHITESPACE"
"GSM3325842","Homo sapiens",2387,"MODE_A_WHITESPACE"
"GSM7901206","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM3763017","Homo sapiens",2776,"OTHER_DEGEN"
"GSM5585194","Homo sapiens",2432,"MODE_A_WHITESPACE"
"GSM4010387","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3476282","Homo sapiens",2396,"MODE_A_WHITESPACE"
"GSM3531616","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM3574847","Homo sapiens",6509,"MODE_B_LEGIT_TRUNC"
"GSM7712279","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4681045","Homo sapiens",6974,"MODE_B_LEGIT_TRUNC"
"GSM4763061","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM2577206","Homo sapiens",7404,"MODE_B_LEGIT_TRUNC"
"GSM2931815","Homo sapiens",2475,"MODE_A_WHITESPACE"
"GSM7901196","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM3724129","Homo sapiens",5704,"MODE_B_LEGIT_TRUNC"
"GSM7840864","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM2747511","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM5359746","Homo sapiens",2415,"MODE_A_WHITESPACE"
"GSM2483312","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM2483332","Homo sapiens",7144,"MODE_B_LEGIT_TRUNC"
"GSM3574819","Homo sapiens",6532,"MODE_B_LEGIT_TRUNC"
"GSM3574843","Homo sapiens",6509,"MODE_B_LEGIT_TRUNC"
"GSM6071249","Homo sapiens",2696,"OTHER_DEGEN"
"GSM3324521","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM2884357","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM4010392","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4631131","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM3633407","Homo sapiens",2458,"MODE_A_WHITESPACE"
"GSM3671689","Homo sapiens",2449,"MODE_A_WHITESPACE"
"GSM6543141","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM3674365","Homo sapiens",2433,"MODE_A_WHITESPACE"
"GSM4034930","Homo sapiens",2424,"MODE_A_WHITESPACE"
"GSM4039443","Homo sapiens",2714,"OTHER_DEGEN"
"GSM3790279","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4159492","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4288918","Homo sapiens",2474,"MODE_A_WHITESPACE"
"GSM4385438","Homo sapiens",2688,"OTHER_DEGEN"
"GSM2884955","Homo sapiens",2418,"MODE_A_WHITESPACE"
"GSM3671691","Homo sapiens",2449,"MODE_A_WHITESPACE"
"GSM4010382","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM3724041","Homo sapiens",5809,"MODE_B_LEGIT_TRUNC"
"GSM6756626","Homo sapiens",2426,"MODE_A_WHITESPACE"
"GSM4086564","Homo sapiens",6904,"MODE_B_LEGIT_TRUNC"
"GSM4411762","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM3494493","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM4034944","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM3743518","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM4614959","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM5256151","Homo sapiens",2706,"OTHER_DEGEN"
"GSM7427110","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM7518525","Homo sapiens",2427,"MODE_A_WHITESPACE"
"GSM4411768","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4681187","Homo sapiens",6998,"MODE_B_LEGIT_TRUNC"
"GSM7755012","Homo sapiens",2687,"OTHER_DEGEN"
"GSM4102087","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM2483310","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM8027827","Homo sapiens",6724,"MODE_B_LEGIT_TRUNC"
"GSM3897510","Homo sapiens",2488,"MODE_A_WHITESPACE"
"GSM4078118","Homo sapiens",2688,"OTHER_DEGEN"
"GSM4254000","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM5888884","Homo sapiens",2395,"MODE_A_WHITESPACE"
"GSM4385461","Homo sapiens",2693,"OTHER_DEGEN"
"GSM3927279","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM4681271","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4077839","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM5770148","Homo sapiens",2415,"MODE_A_WHITESPACE"
"GSM3333298","Homo sapiens",2685,"OTHER_DEGEN"
"GSM4631119","Homo sapiens",2385,"MODE_A_WHITESPACE"
"GSM5957472","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4680996","Homo sapiens",7131,"MODE_B_LEGIT_TRUNC"
"GSM7988594","Homo sapiens",2442,"MODE_A_WHITESPACE"
"GSM2719212","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM4763469","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4159491","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM7221389","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM5726346","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4077844","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4077848","Homo sapiens",2398,"MODE_A_WHITESPACE"
"GSM4010390","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4034931","Homo sapiens",2424,"MODE_A_WHITESPACE"
"GSM3071534","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM4762653","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM4818554","Homo sapiens",6946,"MODE_B_LEGIT_TRUNC"
"GSM4826909","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM3574837","Homo sapiens",6395,"MODE_B_LEGIT_TRUNC"
"GSM4849132","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM6058732","Homo sapiens",2425,"MODE_A_WHITESPACE"
"GSM4873075","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4873536","Homo sapiens",2420,"MODE_A_WHITESPACE"
"GSM4213998","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM4222030","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM4226190","Homo sapiens",6257,"MODE_B_LEGIT_TRUNC"
"GSM5654950","Homo sapiens",2419,"MODE_A_WHITESPACE"
"GSM3574851","Homo sapiens",6393,"MODE_B_LEGIT_TRUNC"
"GSM5256140","Homo sapiens",2706,"OTHER_DEGEN"
"GSM4849150","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM3484369","Homo sapiens",2444,"MODE_A_WHITESPACE"
"GSM6071269","Homo sapiens",2696,"OTHER_DEGEN"
"GSM4385449","Homo sapiens",2691,"OTHER_DEGEN"
"GSM4257795","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM4411765","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM2676165","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM3071527","Homo sapiens",2411,"MODE_A_WHITESPACE"
"GSM3531610","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4403308","Homo sapiens",5743,"MODE_B_LEGIT_TRUNC"
"GSM4253999","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM4257804","Homo sapiens",2406,"MODE_A_WHITESPACE"
"GSM4849138","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM6071305","Homo sapiens",2696,"OTHER_DEGEN"
"GSM5435593","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM2483311","Homo sapiens",2422,"MODE_A_WHITESPACE"
"GSM3531619","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM4983632","Homo sapiens",2684,"OTHER_DEGEN"
"GSM4888876","Homo sapiens",2393,"MODE_A_WHITESPACE"
"GSM6258170","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM6426660","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4322745","Homo sapiens",2424,"MODE_A_WHITESPACE"
"GSM5256135","Homo sapiens",2712,"OTHER_DEGEN"
"GSM6285521","Homo sapiens",2392,"MODE_A_WHITESPACE"
"GSM5121453","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM3636504","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM5223871","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM6515844","Homo sapiens",2407,"MODE_A_WHITESPACE"
"GSM4983612","Homo sapiens",2684,"OTHER_DEGEN"
"GSM5223937","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM4385433","Homo sapiens",2691,"OTHER_DEGEN"
"GSM5261853","Homo sapiens",2700,"OTHER_DEGEN"
"GSM4763076","Homo sapiens",2493,"MODE_A_WHITESPACE"
"GSM5081855","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM4810330","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM6434396","Homo sapiens",2446,"MODE_A_WHITESPACE"
"GSM3636486","Homo sapiens",2438,"MODE_A_WHITESPACE"
"GSM5223900","Homo sapiens",2408,"MODE_A_WHITESPACE"
"GSM4385442","Homo sapiens",2691,"OTHER_DEGEN"
"GSM5256141","Homo sapiens",2706,"OTHER_DEGEN"
"GSM3674360","Homo sapiens",2435,"MODE_A_WHITESPACE"
"GSM4411767","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM4411771","Homo sapiens",2404,"MODE_A_WHITESPACE"
"GSM7086810","Homo sapiens",2455,"MODE_A_WHITESPACE"
"GSM6597241","Homo sapiens",2399,"MODE_A_WHITESPACE"
"GSM6597920","Homo sapiens",2391,"MODE_A_WHITESPACE"
"GSM7123961","Homo sapiens",2684,"OTHER_DEGEN"
"GSM7499012","Homo sapiens",2400,"MODE_A_WHITESPACE"
"GSM2185723","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4594736","Homo sapiens",2416,"MODE_A_WHITESPACE"
"GSM3067318","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM5726352","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM3398393","Homo sapiens",2401,"MODE_A_WHITESPACE"
"GSM4432283","Homo sapiens",2468,"MODE_A_WHITESPACE"
"GSM1853593","Homo sapiens",2689,"OTHER_DEGEN"
"GSM4631266","Homo sapiens",2386,"MODE_A_WHITESPACE"
"GSM6625324","Homo sapiens",2410,"MODE_A_WHITESPACE"
"GSM1197631","Homo sapiens",7797,"MODE_B_LEGIT_TRUNC"
"GSM7840871","Homo sapiens",2413,"MODE_A_WHITESPACE"
"GSM1266744","Homo sapiens",2431,"MODE_A_WHITESPACE"
"GSM1348968","Homo sapiens",2717,"OTHER_DEGEN"
"GSM1384785","Homo sapiens",2707,"OTHER_DEGEN"
"GSM7988555","Homo sapiens",2463,"MODE_A_WHITESPACE"
"GSM3790267","Homo sapiens",2421,"MODE_A_WHITESPACE"
"GSM6515831","Homo sapiens",2409,"MODE_A_WHITESPACE"
"GSM1853605","Homo sapiens",2688,"OTHER_DEGEN"
"GSM5526851","Homo sapiens",2414,"MODE_A_WHITESPACE"
"GSM2931814","Homo sapiens",2475,"MODE_A_WHITESPACE"
"GSM4681218","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4762634","Homo sapiens",2492,"MODE_A_WHITESPACE"
"GSM2991383","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM4614966","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM6434400","Homo sapiens",2447,"MODE_A_WHITESPACE"
"GSM3223601","Homo sapiens",2403,"MODE_A_WHITESPACE"
"GSM3068356","Homo sapiens",2434,"MODE_A_WHITESPACE"
"GSM4681272","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
"GSM4614975","Homo sapiens",2412,"MODE_A_WHITESPACE"
"GSM1959787","Homo sapiens",2707,"OTHER_DEGEN"
"GSM3897505","Homo sapiens",2487,"MODE_A_WHITESPACE"
"GSM1266741","Homo sapiens",2431,"MODE_A_WHITESPACE"
"GSM4680921","Homo sapiens",7056,"MODE_B_LEGIT_TRUNC"
"GSM4685005","Homo sapiens",2469,"MODE_A_WHITESPACE"
"GSM4908819","Homo sapiens",2696,"OTHER_DEGEN"
"GSM3295714","Homo sapiens",2405,"MODE_A_WHITESPACE"
"GSM4680969","Homo sapiens",7020,"MODE_B_LEGIT_TRUNC"
