"ckey","k","n","src","verso","cls","n_ce2","verdetto","causa","nota"
"NAME:hypoxia||gain||normoxia",9,28,"NAME","gain","drug",0,"COERENTE","",""
"STR:hypoxia||gain||normoxia",9,32,"STR","gain","disease",0,"COERENTE","",""
"STR:keloid||gain||vehicle_untreated",9,52,"STR","gain","disease",0,"COERENTE","",""
"CHEBI:114785||gain||vehicle_untreated",8,29,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:230500||gain||vehicle_untreated",8,8,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:38940||gain||vehicle_untreated",8,52,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:49668||gain||vehicle_untreated",8,32,"onto","gain","drug",1,"COERENTE","",""
"MeSH:D003093||gain||vehicle_untreated",8,39,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D006528||gain||vehicle_untreated",8,53,"onto","gain","disease",2,"COERENTE","",""
"MeSH:D011225||gain||vehicle_untreated",8,36,"onto","gain","disease",1,"COERENTE","",""
"NCBITaxon:11320||gain||vehicle_untreated",8,27,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:41879||gain||vehicle_untreated",7,22,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:84491||gain||vehicle_untreated",7,14,"onto","gain","drug",1,"COERENTE","",""
"HGNC:5973||gain||vehicle_untreated",7,17,"onto","gain","drug",1,"COERENTE","",""
"NCBITaxon:11676||gain||vehicle_untreated",7,23,"onto","gain","drug",1,"COERENTE","",""
"STR:nash||gain||vehicle_untreated",7,47,"STR","gain","disease",0,"COERENTE","",""
"STR:psoriasis||gain||vehicle_untreated",7,18,"STR","gain","disease",0,"COERENTE","",""
"STR:schizophrenia||gain||vehicle_untreated",7,95,"STR","gain","disease",0,"COERENTE","",""
"STR:tgfb||gain||vehicle_untreated",7,16,"STR","gain","drug",0,"COERENTE","",""
"CHEBI:41774||gain||vehicle_untreated",6,24,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:45783||gain||vehicle_untreated",6,24,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:4672||gain||vehicle_untreated",6,13,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:6801||gain||vehicle_untreated",6,12,"onto","gain","drug",1,"COERENTE","",""
"HGNC:5992||gain||vehicle_untreated",6,18,"onto","gain","drug",1,"COERENTE","",""
"MeSH:D000074285||gain||non smoker",6,33,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D000544||gain||vehicle_untreated",6,43,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D001943||gain||vehicle_untreated",6,43,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D011471||gain||vehicle_untreated",6,73,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D013274||gain||vehicle_untreated",6,22,"onto","gain","disease",1,"COERENTE","",""
"NAME:hypoxia||gain||vehicle_untreated",6,23,"NAME","gain","drug",0,"COERENTE","",""
"STR:fshd||gain||vehicle_untreated",6,48,"STR","gain","disease",0,"COERENTE","",""
"CHEBI:16240||gain||vehicle_untreated",5,13,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:231598||gain||vehicle_untreated",5,18,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:233362||gain||vehicle_untreated",5,10,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:3139||gain||vehicle_untreated",5,39,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:45863||gain||vehicle_untreated",5,12,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:49375||gain||vehicle_untreated",5,26,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:49603||gain||vehicle_untreated",5,33,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:50131||gain||vehicle_untreated",5,12,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:64310||gain||vehicle_untreated",5,23,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:72317||gain||vehicle_untreated",5,33,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:72564||gain||vehicle_untreated",5,18,"onto","gain","drug",1,"COERENTE","",""
"MeSH:D000077192||gain||vehicle_untreated",5,23,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D002292||gain||vehicle_untreated",5,58,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D008180||gain||vehicle_untreated",5,54,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D010300||gain||vehicle_untreated",5,37,"onto","gain","disease",1,"COERENTE","",""
"NAME:endometriosis||gain||vehicle_untreated",5,45,"NAME","gain","disease",0,"COERENTE","",""
"STR:heart_failure||gain||vehicle_untreated",5,27,"STR","gain","disease",0,"COERENTE","",""
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated",5,32,"STR","gain","disease",0,"COERENTE","",""
"STR:sepsis||gain||vehicle_untreated",5,46,"STR","gain","disease",0,"COERENTE","",""
"STR:sikras||gain||sicontrol",5,38,"STR","gain","drug",0,"COERENTE","",""
"CHEBI:230905||gain||vehicle_untreated",4,7,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:28119||gain||vehicle_untreated",4,12,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:46742||gain||vehicle_untreated",4,12,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:4911||gain||vehicle_untreated",4,11,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:78543||gain||vehicle_untreated",4,19,"onto","gain","drug",1,"COERENTE","",""
"HGNC:11927||gain||vehicle_untreated",4,18,"onto","gain","drug",1,"COERENTE","",""
"HGNC:6001||gain||vehicle_untreated",4,11,"onto","gain","drug",1,"COERENTE","",""
"HGNC:6014||gain||vehicle_untreated",4,13,"onto","gain","drug",1,"COERENTE","",""
"MeSH:D001172||gain||vehicle_untreated",4,15,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D010051||gain||vehicle_untreated",4,11,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D065626||gain||vehicle_untreated",4,28,"onto","gain","disease",1,"COERENTE","",""
"NAME:radiation||gain||vehicle_untreated",4,54,"NAME","gain","drug",0,"COERENTE","",""
"STR:asthma||gain||vehicle_untreated",4,13,"STR","gain","disease",0,"COERENTE","",""
"STR:aza_cdr||gain||vehicle_untreated",4,14,"STR","gain","drug",0,"COERENTE","",""
"STR:cystic_fibrosis||gain||vehicle_untreated",4,41,"STR","gain","disease",0,"COERENTE","",""
"STR:enza||gain||vehicle_untreated",4,30,"STR","gain","drug",0,"COERENTE","",""
"STR:pcos||gain||vehicle_untreated",4,14,"STR","gain","disease",0,"COERENTE","",""
"STR:rbm_knockdown||block||vehicle_untreated",4,7,"STR","block","drug",0,"COERENTE","",""
"STR:sarcopenia||gain||vehicle_untreated",4,38,"STR","gain","disease",0,"COERENTE","",""
"STR:sjogren_s_syndrome||gain||vehicle_untreated",4,12,"STR","gain","disease",0,"COERENTE","",""
"CHEBI:145431||gain||vehicle_untreated",3,12,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:145535||gain||vehicle_untreated",3,24,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:17823||gain||ethanol",3,44,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:205761||gain||vehicle_untreated",3,18,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:22984||gain||vehicle_untreated",3,10,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:231324||gain||vehicle_untreated",3,9,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:231601||gain||vehicle_untreated",3,18,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:379896||gain||ethanol",3,5,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:39112||gain||vehicle_untreated",3,22,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:4167||loss||vehicle_untreated",3,11,"onto","loss","drug",1,"COERENTE","",""
"CHEBI:44616||gain||vehicle_untreated",3,6,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:4551||gain||vehicle_untreated",3,11,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:46741||gain||vehicle_untreated",3,20,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:50729||gain||vehicle_untreated",3,3,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:52172||gain||vehicle_untreated",3,29,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:61390||gain||vehicle_untreated",3,19,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:61397||gain||vehicle_untreated",3,17,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:66919||gain||vehicle_untreated",3,8,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:67271||gain||vehicle_untreated",3,20,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:68647||gain||vehicle_untreated",3,22,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:75045||gain||vehicle_untreated",3,17,"onto","gain","drug",1,"COERENTE","",""
"CHEBI:9516||gain||vehicle_untreated",3,9,"onto","gain","drug",1,"COERENTE","",""
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated",3,9,"onto","gain","drug",1,"COERENTE","",""
"COMBO:taz+yap||block||control sirna",3,24,"COMBO","block","drug",0,"COERENTE","",""
"HGNC:14900||gain||vehicle_untreated",3,6,"onto","gain","drug",1,"COERENTE","",""
"MeSH:D000077273||gain||vehicle_untreated",3,25,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D003922||gain||vehicle_untreated",3,17,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D005909||gain||vehicle_untreated",3,13,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D006816||gain||vehicle_untreated",3,39,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D008175||gain||vehicle_untreated",3,119,"onto","gain","disease",1,"COERENTE","",""
"MeSH:D015470||gain||vehicle_untreated",3,11,"onto","gain","disease",1,"COERENTE","",""
"NAME:sars-cov-2||gain||vehicle_untreated",3,30,"NAME","gain","drug",1,"COERENTE","",""
"NCBITaxon:10298||gain||vehicle_untreated",3,8,"onto","gain","infection",1,"COERENTE","",""
"NCBITaxon:12814||gain||uninfected",3,48,"onto","gain","infection",1,"COERENTE","",""
"STR:adenoma||gain||vehicle_untreated",3,24,"STR","gain","disease",0,"COERENTE","",""
"STR:asthmatic||gain||vehicle_untreated",3,26,"STR","gain","disease",0,"COERENTE","",""
"STR:biliary_atresia||gain||vehicle_untreated",3,26,"STR","gain","disease",0,"COERENTE","",""
"STR:bipolar_disorder||gain||vehicle_untreated",3,82,"STR","gain","disease",0,"COERENTE","",""
"STR:copd||gain||vehicle_untreated",3,11,"STR","gain","disease",0,"COERENTE","",""
"STR:hepatoblastoma||gain||vehicle_untreated",3,12,"STR","gain","disease",0,"COERENTE","",""
"STR:multiple_myeloma||gain||vehicle_untreated_liquid",3,18,"STR","gain","disease",0,"COERENTE","",""
"STR:multiple_sclerosis||gain||vehicle_untreated",3,11,"STR","gain","disease",0,"COERENTE","",""
"STR:obese||gain||vehicle_untreated",3,7,"STR","gain","disease",0,"COERENTE","",""
"STR:p_ink_a_positive_expression||gain||p ink a negative expression",3,15,"STR","gain","other",0,"COERENTE","",""
"STR:pdac||gain||vehicle_untreated",3,12,"STR","gain","disease",0,"COERENTE","",""
"STR:sirna_pool_against_igf_bp||block||control sirna",3,16,"STR","block","drug",0,"COERENTE","",""
"STR:tb_positive||gain||tb negative",3,50,"STR","gain","disease",0,"COERENTE","",""
"STR:zikv||gain||vehicle_untreated",3,6,"STR","gain","drug",0,"COERENTE","",""
"HGNC:11766||gain||vehicle_untreated",28,138,"onto","gain","drug",1,"INCOERENTE","entita_estranea","Her/Lap (trastuzumab/lapatinib) dentro il cluster TGFB1"
"NCBITaxon:10359||gain||vehicle_untreated",9,36,"onto","gain","drug",1,"INCOERENTE","clinico_vs_sperimentale","CMV viremia in pazienti + infezione MRC5 in vitro"
"NCBITaxon:10407||gain||vehicle_untreated",5,41,"onto","gain","infection",1,"INCOERENTE","clinico_vs_sperimentale","stato HBV in HCC (clinico) + infezione epatociti in vitro"
"CHEBI:46345||gain||vehicle_untreated",4,24,"onto","gain","drug",1,"INCOERENTE","controllo_incongruo","controllo 'total RNA' + linea 5-FU-resistente senza farmaco"
"NCBITaxon:1773||gain||vehicle_untreated",4,46,"onto","gain","drug",1,"INCOERENTE","co_infezione","M.tb da solo mescolato con M.tb+CMV"
"CHEBI:16412||gain||rpmi media",3,52,"onto","gain","drug",1,"INCOERENTE","combo_non_catturata","'T3 and LPS' (T3 = 2 caratteri, sotto la soglia del rilevatore)"
"CHEBI:230508||gain||vehicle_untreated",3,6,"onto","gain","drug",1,"INCOERENTE","combo_non_catturata","E2+OTX015; + un contrasto degenere OTX015-vs-OTX015"
"CHEBI:44185||gain||vehicle_untreated_multi:disease+drug",3,15,"onto","gain","drug",1,"INCOERENTE","disegno_misto","artrite+metotrexato vs sano: isola malattia E terapia insieme"
"HGNC:2434||gain||vehicle_untreated",3,6,"onto","gain","drug",1,"INCOERENTE","disegno_misto","polarizzazione M1-vs-M0 mescolata a stimolo GM-CSF"
"NCBITaxon:12814||gain||vehicle_untreated",3,19,"onto","gain","infection",1,"INCOERENTE","co_infezione","RSV da solo mescolato con RSV+rhinovirus"
"STR:ptsd||gain||vehicle_untreated",3,11,"STR","gain","disease",0,"INCOERENTE","disegno_misto","perturbazione dentro-PTSD mescolata a caso-controllo"
