"ckey","k","n","src","verso","cls","verdetto","nota"
"CHEBI:231601||gain||vehicle_untreated",3,15,"onto","gain","drug","COERENTE",""
"CHEBI:28119||gain||vehicle_untreated",3,8,"onto","gain","drug","COERENTE",""
"CHEBI:4167||loss||vehicle_untreated",3,11,"onto","loss","drug","COERENTE",""
"CHEBI:44616||gain||vehicle_untreated",3,6,"onto","gain","drug","COERENTE",""
"CHEBI:4551||gain||vehicle_untreated",3,11,"onto","gain","drug","COERENTE",""
"CHEBI:46741||gain||vehicle_untreated",3,20,"onto","gain","drug","COERENTE",""
"CHEBI:50729||gain||vehicle_untreated",3,3,"onto","gain","drug","COERENTE",""
"CHEBI:52172||gain||vehicle_untreated",3,23,"onto","gain","drug","COERENTE",""
"CHEBI:61390||gain||vehicle_untreated",3,17,"onto","gain","drug","COERENTE",""
"CHEBI:61397||gain||vehicle_untreated",3,17,"onto","gain","drug","COERENTE",""
"CHEBI:66919||gain||vehicle_untreated",3,8,"onto","gain","drug","COERENTE",""
"CHEBI:67271||gain||vehicle_untreated",3,20,"onto","gain","drug","COERENTE",""
"CHEBI:68647||gain||vehicle_untreated",3,22,"onto","gain","drug","COERENTE",""
"CHEBI:75045||gain||vehicle_untreated",3,13,"onto","gain","drug","COERENTE",""
"CHEBI:9516||gain||vehicle_untreated",3,9,"onto","gain","drug","COERENTE",""
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated",3,9,"onto","gain","drug","COERENTE",""
"COMBO:indisulam+palbociclib||gain||vehicle_untreated",3,17,"COMBO","gain","drug","COERENTE","combinazione coerente in tutti gli studi"
"COMBO:taz+yap||block||control sirna",3,24,"COMBO","block","drug","COERENTE",""
"HGNC:14900||gain||vehicle_untreated",3,6,"onto","gain","drug","COERENTE",""
"MeSH:D000074285||gain||non smoker",3,15,"onto","gain","disease","COERENTE",""
"MeSH:D000077273||gain||vehicle_untreated",3,25,"onto","gain","disease","COERENTE",""
"MeSH:D003922||gain||vehicle_untreated",3,17,"onto","gain","disease","COERENTE",""
"MeSH:D005909||gain||vehicle_untreated",3,13,"onto","gain","disease","COERENTE",""
"MeSH:D006816||gain||vehicle_untreated",3,39,"onto","gain","disease","COERENTE",""
"MeSH:D008175||gain||vehicle_untreated",3,119,"onto","gain","disease","COERENTE",""
"MeSH:D015470||gain||vehicle_untreated",3,11,"onto","gain","disease","COERENTE",""
"NAME:sars-cov-2||gain||vehicle_untreated",3,30,"NAME","gain","drug","COERENTE",""
"NCBITaxon:10298||gain||vehicle_untreated",3,8,"onto","gain","infection","COERENTE",""
"STR:adenoma||gain||vehicle_untreated",3,24,"STR","gain","disease","COERENTE",""
"STR:asthmatic||gain||vehicle_untreated",3,26,"STR","gain","disease","COERENTE",""
"STR:biliary_atresia||gain||vehicle_untreated",3,26,"STR","gain","disease","COERENTE",""
"STR:bipolar_disorder||gain||vehicle_untreated",3,82,"STR","gain","disease","COERENTE",""
"STR:copd||gain||vehicle_untreated",3,11,"STR","gain","disease","COERENTE",""
"STR:hepatoblastoma||gain||vehicle_untreated",3,12,"STR","gain","disease","COERENTE",""
"STR:multiple_myeloma||gain||vehicle_untreated_liquid",3,18,"STR","gain","disease","COERENTE",""
"STR:multiple_sclerosis||gain||vehicle_untreated",3,11,"STR","gain","disease","COERENTE",""
"STR:obese||gain||vehicle_untreated",3,7,"STR","gain","disease","COERENTE",""
"STR:p_ink_a_positive_expression||gain||p ink a negative expression",3,15,"STR","gain","other","COERENTE",""
"STR:pdac||gain||vehicle_untreated",3,12,"STR","gain","disease","COERENTE",""
"STR:sirna_pool_against_igf_bp||block||control sirna",3,16,"STR","block","drug","COERENTE",""
"STR:tb_positive||gain||tb negative",3,50,"STR","gain","disease","COERENTE",""
"STR:zikv||gain||vehicle_untreated",3,6,"STR","gain","drug","COERENTE",""
"HGNC:2434||gain||vehicle_untreated",3,6,"onto","gain","drug","INCOERENTE","polarizzazione M1-vs-M0 mescolata a stimolo GM-CSF"
"NCBITaxon:12814||gain||vehicle_untreated",3,19,"onto","gain","infection","INCOERENTE","infezione clinica e sperimentale mescolate, piu' una co-infezione RSV+rhinovirus"
"STR:ptsd||gain||vehicle_untreated",3,7,"STR","gain","disease","INCOERENTE","perturbazione dentro-PTSD mescolata a caso-controllo"
