"ckey","righe","difettose","studi_difettosi","studi","quota"
"CHEBI:114785||gain||vehicle_untreated",12,1,1,7,8
"CHEBI:49375||gain||vehicle_untreated",12,1,1,5,8
"MeSH:D003093||gain||vehicle_untreated",12,1,1,8,8
"MeSH:D006528||gain||vehicle_untreated",12,1,1,8,8
"NAME:endometriosis||gain||vehicle_untreated",13,1,1,5,8
"STR:adenoma||gain||vehicle_untreated",12,1,1,3,8
"STR:enza||gain||vehicle_untreated",12,1,1,4,8
"CHEBI:90943||gain||vehicle_untreated",54,4,2,10,7
"MeSH:D008175||gain||vehicle_untreated",57,4,1,3,7
"CHEBI:38940||gain||vehicle_untreated",14,1,1,8,7
"STR:keloid||gain||vehicle_untreated",14,1,1,9,7
"CHEBI:27899||gain||vehicle_untreated",34,2,1,19,6
"CHEBI:63637||gain||vehicle_untreated",36,2,2,14,6
"NCBITaxon:12814||gain||uninfected",34,2,1,3,6
"MeSH:D002292||gain||vehicle_untreated",17,1,1,5,6
"MeSH:D011225||gain||vehicle_untreated",17,1,1,8,6
"STR:fshd||gain||vehicle_untreated",16,1,1,6,6
"STR:covid||gain||vehicle_untreated",20,1,1,12,5
"CHEBI:379896||gain||vehicle_untreated",50,2,2,19,4
"HGNC:11766||gain||vehicle_untreated",51,2,1,27,4
"CHEBI:16330||gain||vehicle_untreated",28,1,1,20,4
"CHEBI:83766||gain||vehicle_untreated",27,1,1,9,4
"MeSH:D011471||gain||vehicle_untreated",28,1,1,6,4
"CHEBI:68534||gain||vehicle_untreated",41,1,1,21,2
"CHEBI:137113||gain||vehicle_untreated",41,0,0,24,0
"CHEBI:145431||gain||vehicle_untreated",3,0,0,3,0
"CHEBI:16240||gain||vehicle_untreated",6,0,0,5,0
"CHEBI:17823||gain||ethanol",11,0,0,3,0
"CHEBI:205761||gain||vehicle_untreated",3,0,0,3,0
"CHEBI:22984||gain||vehicle_untreated",5,0,0,3,0
"CHEBI:230500||gain||vehicle_untreated",7,0,0,7,0
"CHEBI:230508||gain||vehicle_untreated",5,0,0,3,0
"CHEBI:230905||gain||vehicle_untreated",5,0,0,4,0
"CHEBI:231598||gain||vehicle_untreated",11,0,0,5,0
"CHEBI:233362||gain||vehicle_untreated",5,0,0,5,0
"CHEBI:28748||gain||vehicle_untreated",20,0,0,17,0
"CHEBI:3139||gain||vehicle_untreated",8,0,0,5,0
"CHEBI:31638||gain||vehicle_untreated",23,0,0,13,0
"CHEBI:4167||loss||vehicle_untreated",4,0,0,3,0
"CHEBI:44616||gain||vehicle_untreated",4,0,0,3,0
"CHEBI:4551||gain||vehicle_untreated",11,0,0,3,0
"CHEBI:45783||gain||vehicle_untreated",8,0,0,6,0
"CHEBI:4672||gain||vehicle_untreated",12,0,0,6,0
"CHEBI:46741||gain||vehicle_untreated",6,0,0,3,0
"CHEBI:46742||gain||vehicle_untreated",6,0,0,4,0
"CHEBI:4911||gain||vehicle_untreated",8,0,0,4,0
"CHEBI:49668||gain||vehicle_untreated",11,0,0,7,0
"CHEBI:50131||gain||vehicle_untreated",7,0,0,5,0
"CHEBI:50729||gain||vehicle_untreated",3,0,0,3,0
"CHEBI:50924||gain||vehicle_untreated",16,0,0,9,0
"CHEBI:61397||gain||vehicle_untreated",10,0,0,3,0
"CHEBI:64310||gain||vehicle_untreated",10,0,0,5,0
"CHEBI:66919||gain||vehicle_untreated",5,0,0,3,0
"CHEBI:67271||gain||vehicle_untreated",5,0,0,3,0
"CHEBI:6801||gain||vehicle_untreated",9,0,0,6,0
"CHEBI:68647||gain||vehicle_untreated",7,0,0,3,0
"CHEBI:72317||gain||vehicle_untreated",10,0,0,5,0
"CHEBI:72564||gain||vehicle_untreated",8,0,0,5,0
"CHEBI:78543||gain||vehicle_untreated",8,0,0,4,0
"CHEBI:84491||gain||vehicle_untreated",10,0,0,7,0
"CHEBI:85993||gain||vehicle_untreated",14,0,0,11,0
"CHEBI:9516||gain||vehicle_untreated",5,0,0,3,0
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated",4,0,0,3,0
"COMBO:taz+yap||block||control sirna",9,0,0,3,0
"HGNC:11927||gain||vehicle_untreated",7,0,0,4,0
"HGNC:14900||gain||vehicle_untreated",4,0,0,3,0
"HGNC:5438||gain||vehicle_untreated",16,0,0,11,0
"HGNC:5973||gain||vehicle_untreated",9,0,0,7,0
"HGNC:6001||gain||vehicle_untreated",4,0,0,4,0
"HGNC:6014||gain||vehicle_untreated",8,0,0,4,0
"MeSH:D000074285||gain||non smoker",3,0,0,3,0
"MeSH:D001943||gain||vehicle_untreated",11,0,0,6,0
"MeSH:D006816||gain||vehicle_untreated",14,0,0,3,0
"MeSH:D008180||gain||vehicle_untreated",10,0,0,5,0
"MeSH:D010051||gain||vehicle_untreated",4,0,0,4,0
"MeSH:D010300||gain||vehicle_untreated",12,0,0,5,0
"MeSH:D015470||gain||vehicle_untreated",7,0,0,3,0
"MeSH:D065626||gain||vehicle_untreated",4,0,0,4,0
"NAME:hypoxia||gain||normoxia",16,0,0,9,0
"NAME:radiation||gain||vehicle_untreated",10,0,0,4,0
"NAME:sars-cov-2||gain||vehicle_untreated",6,0,0,3,0
"NCBITaxon:10298||gain||vehicle_untreated",4,0,0,3,0
"NCBITaxon:1773||gain||vehicle_untreated",8,0,0,4,0
"STR:asthma||gain||vehicle_untreated",4,0,0,4,0
"STR:aza_cdr||gain||vehicle_untreated",4,0,0,4,0
"STR:biliary_atresia||gain||vehicle_untreated",22,0,0,3,0
"STR:bipolar_disorder||gain||vehicle_untreated",13,0,0,3,0
"STR:copd||gain||vehicle_untreated",3,0,0,3,0
"STR:cystic_fibrosis||gain||vehicle_untreated",9,0,0,4,0
"STR:heart_failure||gain||vehicle_untreated",6,0,0,5,0
"STR:hepatoblastoma||gain||vehicle_untreated",5,0,0,3,0
"STR:hypoxia||gain||normoxia",16,0,0,9,0
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated",14,0,0,5,0
"STR:multiple_sclerosis||gain||vehicle_untreated",3,0,0,3,0
"STR:nash||gain||vehicle_untreated",8,0,0,7,0
"STR:obese||gain||vehicle_untreated",4,0,0,3,0
"STR:p_ink_a_positive_expression||gain||p ink a negative expression",3,0,0,3,0
"STR:pdac||gain||vehicle_untreated",3,0,0,3,0
"STR:sikras||gain||sicontrol",14,0,0,5,0
"STR:sirna_pool_against_igf_bp||block||control sirna",4,0,0,3,0
"STR:tb_positive||gain||tb negative",4,0,0,3,0
"STR:tgfb||gain||vehicle_untreated",8,0,0,7,0
"STR:zikv||gain||vehicle_untreated",5,0,0,3,0
