"cluster_id","study_id","entity","cls","etichetta_trattato","etichetta_controllo","verdetto_regola","accusato"
"cgroup_L5_1bbf4b9b","GSE142000","MeSH:D013274","disease","Gastric cancer tissue (Donor X697023)","Adjacent normal gastric tissue (Donor X696970)","",FALSE
"cgroup_L5_1bbf4b9b","GSE172032","MeSH:D013274","disease","Gastric cancer tissue donor 6","Matched adjacent tissue donor 1","",FALSE
"cgroup_L5_1bbf4b9b","GSE174237","MeSH:D013274","disease","gastric cancer","normal gastric mucosa","",FALSE
"cgroup_L5_1bbf4b9b","GSE46597","MeSH:D013274","disease","Gastric cancer stem cell","Differentiated cell","",TRUE
"cgroup_L5_1c7b64af","GSE197302","CHEBI:3638","drug","BM-MSC + Chloroquine","BM-MSC + Vehicle","",FALSE
"cgroup_L5_1c7b64af","GSE209582","CHEBI:3638","drug","TE11 + Chloroquine (10 uM)","TE11 + DMSO (0.1%)","",FALSE
"cgroup_L5_1c7b64af","GSE217898","CHEBI:3638","drug","Primary aorta endothelial cells, Chloroquine, 24h","Primary aorta endothelial cells, DMSO, 24h","",FALSE
"cgroup_L5_1c7b64af","GSE217898","CHEBI:3638","drug","Primary aorta endothelial cells, Chloroquine, 72h","Primary aorta endothelial cells, DMSO, 72h","",FALSE
"cgroup_L5_1d96b9da","GSE105160","CHEBI:84491","infection","Poly(I:C) Treated (0.05 ug/cm2, 24h)","Mock Transfected Control","",FALSE
"cgroup_L5_1d96b9da","GSE105160","CHEBI:84491","infection","Poly(I:C) Treated (0.05 ug/cm2, 24h) with Transfection","Mock Transfected Control","",FALSE
"cgroup_L5_1d96b9da","GSE109181","CHEBI:84491","infection","Treated (poly(I:C))","Control (vehicle)","",FALSE
"cgroup_L5_1d96b9da","GSE145639","CHEBI:84491","infection","Poly(I:C)_D14","Mock_Treated_D14_colorectal","",FALSE
"cgroup_L5_1d96b9da","GSE151796","CHEBI:84491","infection","Intestinal organoid treated with poly(I:C)","Intestinal organoid untreated","",FALSE
"cgroup_L5_1d96b9da","GSE151796","CHEBI:84491","infection","Lung organoid treated with poly(I:C)","Lung organoid untreated","",FALSE
"cgroup_L5_1d96b9da","GSE180881","CHEBI:84491","infection","Fetal endothelial progenitor, ECFC_Donor_1, Poly(I:C) 4h","Fetal endothelial progenitor, ECFC_Donor_1, Media only 4h","",FALSE
"cgroup_L5_1d96b9da","GSE189706","CHEBI:84491","infection","HEK293T-SARS-CoV-N-protein-poly(I:C)","HEK293T-SARS-CoV-N-protein-untreated","",FALSE
"cgroup_L5_1d96b9da","GSE213691","CHEBI:84491","infection","poly I:C","Vehicle control (none)","",FALSE
"cgroup_L5_1d96b9da","GSE213759","CHEBI:84491","infection","Calu3 Poly I:C 10h","Calu3 Mock 10h","",FALSE
"cgroup_L5_1d96b9da","GSE223543","CHEBI:84491","infection","Human dermal fibroblasts - Poly (I:C)","Human dermal fibroblasts - Medium","",FALSE
"cgroup_L5_1d96b9da","GSE223543","CHEBI:84491","infection","Valvular interstitial cells - Poly (I:C)","Valvular interstitial cells - Medium","",FALSE
"cgroup_L5_1d96b9da","GSE231686","CHEBI:84491","infection","SLE POLY I:C","SLE Case Control","",FALSE
"cgroup_L5_1d96b9da","GSE251809","CHEBI:84491","infection","Immortalized chorion trophoblast cells from term not in labor placenta, polyIC","Immortalized chorion trophoblast cells from term not in labor placenta, control","",FALSE
"cgroup_L5_1d96b9da","GSE251809","CHEBI:84491","infection","Primary decidual cells from term not in labor placenta, polyIC","Primary decidual cells from term not in labor placenta, control","",FALSE
"cgroup_L5_1e8a735e","GSE125218","CHEBI:9516","drug","Thapsigargin-treated HEK293T","DMSO-treated HEK293T","",FALSE
"cgroup_L5_1e8a735e","GSE129942","CHEBI:9516","drug","thapsigargin","DMSO","",FALSE
"cgroup_L5_1e8a735e","GSE138730","CHEBI:9516","drug","Huh7 thapsigargin 16h","Huh7 negative control","",FALSE
"cgroup_L5_1e8a735e","GSE263319","CHEBI:9516","drug","Thapsigargin (TG) 0.3 uM","Vehicle-treated control","",FALSE
"cgroup_L5_1e8a735e","GSE263319","CHEBI:9516","drug","Thapsigargin (TG) 0.6 uM","Vehicle-treated control","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 1h","Vehicle 1h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 18h","Vehicle 18h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 2h","Vehicle 2h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 6h","Vehicle 6h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 1h","Vehicle 1h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 18h","Vehicle 18h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 2h","Vehicle 2h","",FALSE
"cgroup_L5_2248a891","GSE202436","CHEBI:42471","drug","Forskolin 6h","Vehicle 6h","",FALSE
"cgroup_L5_2248a891","GSE223514","CHEBI:42471","drug","SLC25A1 KO + Forskolin","SLC25A1 KO + DMSO","",FALSE
"cgroup_L5_2248a891","GSE231591","CHEBI:42471","drug","Forskolin-treated PKHD1 mutant kidney organoids","DMSO-treated PKHD1 mutant kidney organoids","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (1 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (5 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (10 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (15 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (25 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (50 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE216137","CHEBI:47898","drug","epirubicin (100 nM)","DMSO (0.1%)","",FALSE
"cgroup_L5_24ae0579","GSE217421","CHEBI:47898","drug","Epirubicin-treated cardiac myocytes","DMSO-treated cardiac myocytes","",FALSE
"cgroup_L5_24ae0579","GSE217423","CHEBI:47898","drug","Cardiac myocytes treated with Epirubicin","Cardiac myocytes treated with DMSO","",FALSE
"cgroup_L5_28bee975","GSE144326","CHEMBL:CHEMBL3987016","drug","NCI-H1299 cells treated with ABBV-075","NCI-H1299 cells treated with DMSO","",FALSE
"cgroup_L5_28bee975","GSE189376","CHEMBL:CHEMBL3987016","drug","HepG2 + ABBV-075","HepG2 + DMSO","",FALSE
"cgroup_L5_28bee975","GSE208774","CHEMBL:CHEMBL3987016","drug","BRD4-NUTM1_ABBV075_96h","BRD4-NUTM1_DMSO_96h","",FALSE
"cgroup_L5_2987cdb6","GSE114686","CHEBI:114785","drug","Erlotinib 3 µM 24h","DMSO 0.001 µM 24h","",FALSE
"cgroup_L5_2987cdb6","GSE114686","CHEBI:114785","drug","Erlotinib 3 µM 72h","DMSO 0.001 µM 72h","",FALSE
"cgroup_L5_2987cdb6","GSE132500","CHEBI:114785","drug","Erlotinib","DMSO","",FALSE
"cgroup_L5_2987cdb6","GSE217421","CHEBI:114785","drug","Erlotinib-treated MSN01 cardiac myocytes","DMSO-treated MSN01 cardiac myocytes","",FALSE
"cgroup_L5_2987cdb6","GSE244730","CHEBI:114785","drug","PC9 GR + Erlotinib","PC9 GR + DMSO","",FALSE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","HCC4006_erlotinib_no_duration","HCC4006_DMSO_24h","",TRUE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","HCC4006_erlotinib_24h","HCC4006_DMSO_24h","",TRUE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","PC9_erlotinib_24h","PC9_DMSO","",TRUE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","PC9_erlotinib_7days","PC9_DMSO","",TRUE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","PC9_erlotinib_75jours","PC9_DMSO","",TRUE
"cgroup_L5_2987cdb6","GSE249721","CHEBI:114785","drug","PC9_erlotinib_21days","PC9_DMSO","",TRUE
"cgroup_L5_2987cdb6","GSE65420","CHEBI:114785","drug","11-18 Lung adenocarcinoma cells treated with erlotinib","11-18 Lung adenocarcinoma cells treated with DMSO","",FALSE
"cgroup_L5_2987cdb6","GSE65420","CHEBI:114785","drug","11-18 Lung adenocarcinoma cells with RelAS536E treated with erlotinib","11-18 Lung adenocarcinoma cells with RelAS536E treated with DMSO","",FALSE
"cgroup_L5_2987cdb6","GSE89127","CHEBI:114785","drug","PC9 Erlotinib 1uM 48h","PC9 DMSO 0.1% 48h","",FALSE
"cgroup_L5_29cb04f8","GSE145356","CHEBI:46345","drug","5-FU/LV treated","DMSO control","",TRUE
"cgroup_L5_29cb04f8","GSE157300","CHEBI:46345","drug","HCT116 5-FU 6h","HCT116 DMSO 6h","",FALSE
"cgroup_L5_29cb04f8","GSE157300","CHEBI:46345","drug","HCT116 5-FU 12h","HCT116 DMSO 12h","",FALSE
"cgroup_L5_29cb04f8","GSE157300","CHEBI:46345","drug","HCT116 5-FU 24h","HCT116 DMSO 24h","",FALSE
"cgroup_L5_29cb04f8","GSE180146","CHEBI:46345","drug","HepG2 cell line, 5-fluorouracil (5-FU), 350 uM, 48 hours","HepG2 cell line, mock control","",FALSE
"cgroup_L5_29cb04f8","GSE193865","CHEBI:46345","drug","5-fu treated","untreated control","",FALSE
"cgroup_L5_29cb04f8","GSE264144","CHEBI:46345","drug","gastric cancer patient-derived tissue, 5-FU, 100mg/kg","gastric cancer patient-derived tissue, PBS","",FALSE
"cgroup_L5_29cb04f8","GSE267150","CHEBI:46345","drug","U2OS_MDM2_W329G_5-FU_24h_rep3","U2OS_MDM2_W329G_DMSO_24h","",FALSE
"cgroup_L5_2a225fda","GSE195599","STR:asthma","disease","Asthma patient","Healthy control","",FALSE
