"chiave","k_rif","k_a3","sig_rif","sig_a3","dk"
"STR:r5020||gain||vehicle_untreated",7,6,615,1111,-1
"STR:covid_19||gain||vehicle_untreated",7,6,598,786,-1
"NCBITaxon:11320||gain||vehicle_untreated",7,8,1801,837,1
"MeSH:D015179||gain||vehicle_untreated",7,5,1341,2397,-2
"STR:irradiation||gain||vehicle_untreated",7,7,2391,2854,0
"STR:endometriosis||gain||vehicle_untreated",7,7,21,62,0
"CHEBI:83766||gain||vehicle_untreated",7,6,322,364,-1
"CHEBI:39867||gain||vehicle_untreated",7,6,3024,2971,-1
"CHEBI:230493||gain||vehicle_untreated",7,5,213,40,-2
"MeSH:D013274||gain||vehicle_untreated",6,5,177,946,-1
"CHEBI:46345||gain||vehicle_untreated",6,6,1410,1200,0
"STR:nash||gain||vehicle_untreated",6,6,906,677,0
"MeSH:D009362||gain||vehicle_untreated",6,3,1554,2911,-3
"MeSH:D000544||gain||vehicle_untreated",6,6,6231,2311,0
"STR:pcos||gain||vehicle_untreated",6,6,24,27,0
"CHEBI:3139||gain||vehicle_untreated",6,7,4199,4139,1
"MeSH:D011225||gain||vehicle_untreated",6,6,2461,1678,0
"CHEBI:9168||gain||vehicle_untreated",6,7,3642,2975,1
"HGNC:5434||gain||vehicle_untreated",6,7,1299,2109,1
"CHEBI:49603||gain||vehicle_untreated",5,7,1052,492,2
"CHEBI:52717||gain||vehicle_untreated",5,4,1978,1791,-1
"HGNC:3229||gain||vehicle_untreated",5,6,1161,1984,1
"HGNC:14900||gain||vehicle_untreated",5,5,1274,1258,0
"CHEBI:37537||gain||vehicle_untreated",5,3,989,807,-2
"CHEBI:50122||gain||vehicle_untreated",5,5,863,562,0
"CHEBI:95077||gain||vehicle_untreated",5,3,2456,2311,-2
"CHEBI:124921||gain||vehicle_untreated",5,6,1175,1193,1
"STR:diabetic||gain||vehicle_untreated",5,4,138,143,-1
"STR:sjogren_s_syndrome||gain||vehicle_untreated",5,4,1850,2006,-1
"CHEBI:46741||gain||vehicle_untreated",5,3,1376,1429,-2
"NCBITaxon:64320||gain||vehicle_untreated",5,4,3133,3462,-1
"CHEBI:72564||gain||vehicle_untreated",5,4,1850,2273,-1
"CHEBI:44616||gain||vehicle_untreated",5,5,960,917,0
"CHEBI:175901||gain||vehicle_untreated",5,3,1148,3609,-2
"STR:atra||gain||vehicle_untreated",5,5,924,869,0
"HGNC:5977||gain||vehicle_untreated",5,3,761,198,-2
"MeSH:D065626||gain||vehicle_untreated",5,5,702,828,0
"STR:cystic_fibrosis||gain||vehicle_untreated",5,4,296,710,-1
"CHEBI:29699||gain||vehicle_untreated",5,6,2945,2209,1
"STR:heart_failure||gain||vehicle_untreated",5,5,4060,3034,0
"STR:sepsis||gain||vehicle_untreated",5,5,181,224,0
"MeSH:D001172||gain||vehicle_untreated",5,3,102,2833,-2
"MeSH:D001943||gain||vehicle_untreated",5,4,3264,3586,-1
"CHEBI:28119||gain||vehicle_untreated",5,4,650,665,-1
"CHEBI:78543||gain||vehicle_untreated",4,3,433,1146,-1
"CHEBI:4672||gain||vehicle_untreated",4,3,1465,3616,-1
"STR:fshd||gain||vehicle_untreated",4,3,1078,1651,-1
"STR:asthma||gain||vehicle_untreated",4,3,77,650,-1
"CHEBI:145372||gain||vehicle_untreated",4,3,1094,1094,-1
"CHEBI:68478||gain||vehicle_untreated",4,5,1335,1735,1
"CHEBI:15367||gain||vehicle_untreated",4,4,762,1143,0
"HGNC:5991||gain||vehicle_untreated",4,3,947,2084,-1
"CHEBI:231601||gain||vehicle_untreated",4,4,1649,1813,0
"CHEBI:52172||gain||vehicle_untreated",4,3,740,562,-1
"HGNC:6001||gain||vehicle_untreated",4,4,387,392,0
"MeSH:D003093||gain||vehicle_untreated",4,5,555,3115,1
"CHEBI:4031||gain||vehicle_untreated",4,4,142,532,0
"CHEBI:39421||gain||vehicle_untreated",4,4,549,302,0
"STR:sals||gain||vehicle_untreated",4,5,56,45,1
"CHEBI:65347||gain||vehicle_untreated",4,4,2135,1414,0
"CHEMBL:CHEMBL1201576||gain||vehicle_untreated",4,3,440,746,-1
"STR:oscc||gain||vehicle_untreated",4,4,4188,3915,0
"HGNC:11927||gain||vehicle_untreated",4,4,1307,1437,0
"CHEBI:72317||gain||vehicle_untreated",4,3,2008,1428,-1
"CHEBI:41774||gain||vehicle_untreated",4,3,433,367,-1
"CHEBI:2038||gain||vehicle_untreated",4,4,1278,2523,0
"STR:bipolar_disorder||gain||vehicle_untreated",4,3,2619,1551,-1
"STR:copd||gain||vehicle_untreated",4,4,32,59,0
"CHEBI:61390||gain||vehicle_untreated",4,3,1715,1811,-1
"MeSH:D008180||gain||vehicle_untreated",4,3,429,798,-1
"STR:pm2_5||gain||vehicle_untreated",4,3,448,602,-1
"CHEBI:71200||gain||vehicle_untreated",4,3,184,334,-1
"STR:keloid||gain||vehicle_untreated",4,4,313,504,0
"CHEBI:229764||gain||vehicle_untreated",4,5,1828,1999,1
"MeSH:D002292||gain||vehicle_untreated",4,3,4662,4189,-1
"CHEBI:61080||gain||vehicle_untreated",4,4,2384,1844,0
"CHEBI:41977||gain||vehicle_untreated",4,3,2048,4215,-1
"MeSH:D000074285||gain||non smoker",4,3,10,3,-1
"STR:asthmatic||gain||vehicle_untreated",4,3,423,2749,-1
"CHEBI:68647||gain||vehicle_untreated",4,3,343,51,-1
"CHEBI:4551||gain||vehicle_untreated",3,3,1262,1262,0
"CHEBI:71019||gain||vehicle_untreated",3,3,4270,7542,0
"CHEBI:9516||gain||vehicle_untreated",3,4,2676,3232,1
"CHEBI:42471||gain||vehicle_untreated",3,3,610,476,0
"CHEBI:47898||gain||vehicle_untreated",3,3,3040,3603,0
"CHEMBL:CHEMBL3987016||gain||vehicle_untreated",3,3,3706,3477,0
"HGNC:6005||gain||vehicle_untreated",3,3,181,94,0
"HGNC:1071||gain||vehicle_untreated",3,3,2668,2470,0
"CHEBI:46024||gain||vehicle_untreated",3,3,3789,3740,0
"MeSH:D003922||gain||vehicle_untreated",3,3,180,356,0
"CHEBI:15551||gain||vehicle_untreated",3,3,2479,2353,0
"HGNC:5417||gain||vehicle_untreated",3,4,992,882,1
"STR:pdac||gain||vehicle_untreated",3,3,27,170,0
"STR:osteoarthritis||gain||vehicle_untreated",3,3,425,1475,0
"STR:nahs||gain||vehicle_untreated",3,3,787,864,0
"STR:ykl_5_124||gain||vehicle_untreated",3,3,1163,2121,0
"CHEBI:17154||gain||vehicle_untreated",3,3,2380,2355,0
"CHEBI:44185||gain||vehicle_untreated",3,3,1077,1151,0
"MeSH:D013167||gain||vehicle_untreated",3,3,348,123,0
"MeSH:D016640||gain||vehicle_untreated",3,3,23,24,0
"STR:cteph||gain||vehicle_untreated",3,3,116,136,0
"CHEBI:45863||gain||vehicle_untreated",3,6,84,288,3
"CHEBI:17026||gain||vehicle_untreated",3,3,227,210,0
"CHEBI:61397||gain||vehicle_untreated",3,3,2782,2895,0
"CHEBI:167670||gain||vehicle_untreated",3,3,1781,5182,0
"CHEBI:17347||gain||vehicle_untreated",3,4,426,515,1
"CHEBI:64317||gain||vehicle_untreated",3,3,537,152,0
"STR:ifna||gain||vehicle_untreated",3,3,1749,1799,0
"STR:tb_positive||gain||tb negative",3,3,156,402,0
"CHEBI:232752||gain||vehicle_untreated",3,3,933,870,0
"COMBO:taz+yap||block||control sirna",3,3,3058,3163,0
"CHEBI:46742||gain||vehicle_untreated",3,4,2810,2916,1
"CHEBI:15738||gain||vehicle_untreated",3,4,1859,777,1
"HGNC:6011||gain||vehicle_untreated",3,4,314,410,1
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated",3,3,19,14,0
"NCBITaxon:10407||gain||vehicle_untreated",3,4,23,11,1
"CHEBI:145535||gain||vehicle_untreated",3,3,1037,1050,0
"CHEBI:49852||gain||vehicle_untreated",3,3,2571,2665,0
"CHEBI:22984||gain||vehicle_untreated",3,3,2767,2725,0
"STR:sirna_pool_against_igf2bp1||block||control sirna",3,3,4681,6177,0
"CHEMBL:CHEMBL2022968||gain||vehicle_untreated",3,3,2280,2280,0
"CHEBI:4911||gain||vehicle_untreated",3,4,2689,3549,1
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated",3,3,3629,3704,0
"CHEBI:50385||gain||vehicle_untreated",3,3,982,1820,0
"STR:vtp50469||gain||vehicle_untreated",3,3,634,450,0
"COMBO:ionomycin+pma||gain||vehicle_untreated",3,4,1584,1252,1
