"cluster_id","record_id","entita_gruppo","entita_nominate","nomina_la_propria","etichette"
"cgroup_L5_35d1be10","GSE147699__GSE147699__grp_0007_vs_grp_0005","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"MCF10A WTp53 cDNA insert Nutlin-3a MCF10A WTp53 cDNA insert DMSO"
"cgroup_L5_35d1be10","GSE147699__GSE147699__grp_0009_vs_grp_0006","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"MCF10A WTp53 cDNA insert Nutlin-3a MCF10A WTp53 cDNA insert DMSO"
"cgroup_L5_35d1be10","GSE147699__GSE147699__grp_0008_vs_grp_0003","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"MCF10A full length p53 tethered to full length p53 cDNA followed IRES expressed mCherry followed by SV40 polyA"
"cgroup_L5_35d1be10","GSE147701__GSE147701__grp_0002_vs_grp_0001","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"MCF10A WTp53 cDNA insert Nutlin-3a MCF10A WTp53 cDNA insert DMSO"
"cgroup_L5_35d1be10","GSE147701__GSE147701__grp_0004_vs_grp_0003","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"MCF10A full length p53 tethered to full length p53 cDNA Nutlin-3a MCF10A full length p53 tethered to full leng"
"cgroup_L5_35d1be10","GSE148342__GSE148342__nutlin-3a_vs_control","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"Nutlin-3a 2.5 uM Control"
"cgroup_L5_871ae09e","GSE151803__GSE151803__grp_0001_vs_grp_0003","NCBITaxon:2697049","STR:covid_19",FALSE,"COVID-19 Lung 58L hESC Mock"
"cgroup_L5_871ae09e","GSE151803__GSE151803__grp_0002_vs_grp_0003","NCBITaxon:2697049","STR:covid_19",FALSE,"COVID-19 Lung hESC Mock"
"cgroup_L5_cf34c533","GSE154101__GSE154101__grp_0002_vs_grp_0003","CHEBI:46742","CHEBI:46741",TRUE,"Healthy Donor 1, Passage 2, Nutlin-3 (10 µM) Healthy Donor 1, Passage 2, PBS/DMSO"
"cgroup_L5_cf34c533","GSE154101__GSE154101__grp_0004_vs_grp_0005","CHEBI:46742","CHEBI:46741",TRUE,"Healthy Donor 2, Passage 2, Nutlin-3 (10 µM) Healthy Donor 2, Passage 2, PBS/DMSO"
"cgroup_L5_cf34c533","GSE154118__GSE154118__Nutlin-3_vs_PBS_DMSO","CHEBI:46742","CHEBI:46741",TRUE,"Nutlin-3 treated PASMCs Vehicle control (PBS/DMSO) PASMCs"
"cgroup_L5_3973fe03","GSE155141__GSE155141__grp_0003_vs_grp_0002","HGNC:5991","HGNC:5992",FALSE,"Non-lesional human skin, IL-1β stimulated Non-lesional human skin, no treatment"
"cgroup_L5_3973fe03","GSE155141__GSE155141__grp_0004_vs_grp_0005","HGNC:5991","HGNC:5992",FALSE,"Non-lesional human skin, IL-1β stimulated Non-lesional human skin, no treatment"
"cgroup_L5_c5e86fe9","GSE165548__GSE165548__grp_0002_vs_grp_0001","CHEBI:83766","STR:radiation",TRUE,"Olaparib + Radiotherapy Control - No irradiation - No treatment"
"cgroup_L5_c5e86fe9","GSE165548__GSE165548__grp_0016_vs_grp_0001","CHEBI:83766","STR:radiation",TRUE,"Olaparib + Radiotherapy Control - No irradiation - No treatment"
"cgroup_L5_c5e86fe9","GSE165548__GSE165548__grp_0017_vs_grp_0001","CHEBI:83766","STR:radiation",TRUE,"Olaparib + Radiotherapy Control - No irradiation - No treatment"
"cgroup_L5_a8015c98","GSE165548__GSE165548__grp_0018_vs_grp_0001","CHEBI:175901","STR:radiation",TRUE,"Gemcitabine + Radiotherapy Control - No irradiation - No treatment"
"cgroup_L5_c5e86fe9","GSE165548__GSE165548__grp_0020_vs_grp_0001","CHEBI:83766","STR:radiation",TRUE,"Olaparib + Radiotherapy Control - No irradiation - No treatment"
"cgroup_L5_721184e6","GSE171676__GSE171676__grp_0003_vs_grp_0001","CHEBI:230500","STR:psoriasis",FALSE,"THZ1-treated CD4+ T cells (Psoriasis) DMSO-treated CD4+ T cells (Psoriasis)"
"cgroup_L5_721184e6","GSE171676__GSE171676__grp_0003_vs_grp_0002","CHEBI:230500","STR:psoriasis",FALSE,"THZ1-treated CD4+ T cells (Psoriasis) DMSO-treated CD4+ T cells (Psoriasis) [2 uM]"
"cgroup_L5_35d1be10","GSE173483__GSE173483__grp_0002_vs_grp_0001","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"U2OS_Nutlin-3a U2OS_DMSO"
"cgroup_L5_35d1be10","GSE173483__GSE173483__grp_0005_vs_grp_0003","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"U2OS_RFX7-/-_Nutlin-3a U2OS_RFX7-/-_DMSO"
"cgroup_L5_35d1be10","GSE173483__GSE173483__grp_0006_vs_grp_0004","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"U2OS_RFX7-/-_Nutlin-3a U2OS_RFX7-/-_DMSO"
"cgroup_L5_35d1be10","GSE173483__GSE173483__grp_0007_vs_grp_0004","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"U2OS_RFX7-/-_Nutlin-3a U2OS_RFX7-/-_DMSO"
"cgroup_L5_33673560","GSE178714__GSE178714__grp_0005_vs_grp_0001","STR:tgfb","HGNC:11766",FALSE,"Wild-type, TGFB, 1h Wild-type, untreated, 1h"
"cgroup_L5_33673560","GSE178714__GSE178714__grp_0010_vs_grp_0008","STR:tgfb","HGNC:11766",FALSE,"SMAD2/SMAD3 KO, TGFB, 1h SMAD2/SMAD3 KO, untreated, 1h"
"cgroup_L5_33673560","GSE178714__GSE178714__grp_0012_vs_grp_0008","STR:tgfb","HGNC:11766",FALSE,"SMAD2/SMAD3 KO, TGFB, 1h SMAD2/SMAD3 KO, untreated, 1h"
"cgroup_L5_b9e7806c","GSE181905__GSE181905__grp_0001_vs_grp_0002","CHEBI:143122","MeSH:D001943",TRUE,"HCC1954 K12i THZ531 HER2+ breast cancer cells DMSO"
"cgroup_L5_721184e6","GSE181905__GSE181905__grp_0004_vs_grp_0002","CHEBI:230500","MeSH:D001943",FALSE,"HER2+ breast cancer cells THZ1 HER2+ breast cancer cells DMSO"
"cgroup_L5_b9e7806c","GSE181905__GSE181905__grp_0005_vs_grp_0006","CHEBI:143122","MeSH:D001943",TRUE,"HER2+ breast cancer cells THZ531 HER2+ breast cancer cells DMSO"
"cgroup_L5_871ae09e","GSE183850__GSE183850__grp_0003_vs_grp_0002","NCBITaxon:2697049","STR:heart_failure",TRUE,"Heart Failure SARS-CoV-2 Heart Failure Mock"
"cgroup_L5_35d1be10","GSE189133__GSE189133__grp_0003_vs_grp_0001","STR:nutlin_3a","CHEBI:46741 CHEBI:46742",TRUE,"FAM193A KO + Nutlin-3a (replicate) FAM193A KO + DMSO"
"cgroup_L5_a32e5eaa","GSE192743__GSE192743__grp_0001_vs_grp_0002","CHEBI:50131","MeSH:D015179",FALSE,"Colorectal cancer cells treated with DAC Colorectal cancer cells treated with vehicle"
"cgroup_L5_b6b8bc00","GSE197600__GSE197600__grp_palbociclib_vs_grp_none_1","CHEBI:85993","MeSH:D008175",TRUE,"A549 lung cancer cells, Palbociclib treatment A549 lung cancer cells, no treatment"
"cgroup_L5_3973fe03","GSE205853__GSE205853__grp_0002_vs_grp_0003","HGNC:5991","HGNC:5992",FALSE,"IFN-γ, IL-1β No Treatment"
"cgroup_L5_3973fe03","GSE205853__GSE205853__grp_0005_vs_grp_0003","HGNC:5991","HGNC:5992",FALSE,"IFN-γ, IL-1β No Treatment"
"cgroup_L5_3973fe03","GSE205853__GSE205853__grp_0007_vs_grp_0003","HGNC:5991","HGNC:5992",FALSE,"IFN-γ, IL-1β No Treatment"
"cgroup_L5_46a3a103","GSE206225__GSE206225__grp_0011_vs_grp_0010","STR:radiation","CHEBI:72564",TRUE,"JX14P primary radiation temozolomide JX14P primary untreated"
"cgroup_L5_46a3a103","GSE206225__GSE206225__grp_0014_vs_grp_0010","STR:radiation","CHEBI:72564",TRUE,"JX14T primary radiation temozolomide JX14P primary untreated"
"cgroup_L5_46a3a103","GSE206225__GSE206225__grp_0015_vs_grp_0010","STR:radiation","CHEBI:72564",TRUE,"JX14T primary radiation temozolomide JX14P primary untreated"
"cgroup_L5_be15b706","GSE206510__GSE206510__grp_asthma_il13_vs_grp_asthma_untreated","HGNC:5973","STR:asthma",FALSE,"Asthma IL-13 Asthma untreated"
"cgroup_L5_8958b27a","GSE211244__GSE211244__HCT116_Nutlin3A_case_vs_HCT116_DMSO_case","CHEBI:46741","CHEBI:46742 STR:nutlin_3a",TRUE,"HCT116_Nutlin3A_case HCT116_DMSO_case"
"cgroup_L5_8958b27a","GSE211244__GSE211244__HCT116_Nutlin3A_control_vs_HCT116_DMSO_control","CHEBI:46741","CHEBI:46742 STR:nutlin_3a",TRUE,"HCT116_Nutlin3A_control HCT116_DMSO_control"
"cgroup_L5_601ede7b","GSE223372__GSE223372__grp_0001_vs_grp_0003","CHEBI:90943","CHEBI:4167",TRUE,"LX1042 + osimertinib (25 mg/kg) LX1042 + vehicle (5% glucose+0.5%HPMC)"
"cgroup_L5_601ede7b","GSE223372__GSE223372__grp_0015_vs_grp_0018","CHEBI:90943","CHEBI:4167",TRUE,"LX831b + osimertinib (25 mg/kg) LX831b + vehicle (5% glucose+0.5%HPMC)"
"cgroup_L5_601ede7b","GSE223372__GSE223372__grp_0016_vs_grp_0018","CHEBI:90943","CHEBI:4167",TRUE,"LX831b + osimertinib (25 mg/kg) LX831b + vehicle (5% glucose+0.5%HPMC)"
"cgroup_L5_601ede7b","GSE223372__GSE223372__grp_0017_vs_grp_0018","CHEBI:90943","CHEBI:4167",TRUE,"LX831b + osimertinib (25 mg/kg) LX831b + vehicle (5% glucose+0.5%HPMC)"
"cgroup_L5_3f0cc1fe","GSE224758__GSE224758__grp_0001_vs_grp_0003","MeSH:D003093","NCBITaxon:562",TRUE,"Active Ulcerative Colitis (single sample) Healthy Control (colon)"
"cgroup_L5_3f0cc1fe","GSE224758__GSE224758__grp_0001_vs_grp_0004","MeSH:D003093","NCBITaxon:562",TRUE,"Active Ulcerative Colitis (single sample) Healthy Control (colon)"
"cgroup_L5_63e69fdc","GSE228458__GSE228458__grp_0008_vs_grp_0004","MeSH:D000544","MeSH:D001943",TRUE,"Alzheimer's disease with Breast Cancer (90.67 years, F) Neurologically unaffected control (50.75 years, F)"
"cgroup_L5_81b706c4","GSE232764__GSE232764__grp_0004_vs_grp_0001","CHEBI:45863","MeSH:D001943",TRUE,"Breast cancer tissue (paclitaxel) Breast cancer tissue (control)"
"cgroup_L5_dc7451b1","GSE234615__GSE234615__grp_0003_vs_grp_0001","CHEBI:230493","MeSH:D015179",TRUE,"HCT116 cells treated with EPZ-5676 Colorectal carcinoma cells treated with DMSO"
"cgroup_L5_dc7451b1","GSE234615__GSE234615__grp_0008_vs_grp_0005","CHEBI:230493","MeSH:D015179",TRUE,"HCT116 cells with shNELFE modification treated with EPZ-5676 Colorectal carcinoma cells with shNELFE modificat"
"cgroup_L5_dc7451b1","GSE234615__GSE234615__grp_0009_vs_grp_0005","CHEBI:230493","MeSH:D015179",TRUE,"HCT116 cells with shNELFE modification treated with EPZ-5676 Colorectal carcinoma cells with shNELFE modificat"
"cgroup_L5_b71a25a2","GSE239585__GSE239585__grp_0006_vs_grp_0005","CHEBI:137113","NCBITaxon:2697049",FALSE,"JQ1-treated, SARS-CoV-2-infected DMSO-treated, SARS-CoV-2-infected"
"cgroup_L5_3f0cc1fe","GSE243625__GSE243625__grp_0005_vs_grp_0001","MeSH:D003093","NCBITaxon:562",TRUE,"Active ulcerative colitis Normal mucosa (control)"
"cgroup_L5_3f0cc1fe","GSE243625__GSE243625__grp_0006_vs_grp_0001","MeSH:D003093","NCBITaxon:562",TRUE,"Active ulcerative colitis (unclear perturbation) Normal mucosa (control)"
"cgroup_L5_3f0cc1fe","GSE243625__GSE243625__grp_0007_vs_grp_0001","MeSH:D003093","NCBITaxon:562",TRUE,"Inactive ulcerative colitis Normal mucosa (control)"
"cgroup_L5_29cb04f8","GSE245887__GSE245887__grp_0001_vs_grp_0002","CHEBI:46345","MeSH:D013274",FALSE,"gastric cancer patient-derived cells treated with 5-FU JSC15-3 cells treated with DMSO"
"cgroup_L5_601ede7b","GSE255958__GSE255958__grp_LungCancerOrganoid_Osimertinib_3d_vs_grp_LungCancerOrganoid_DMSO","CHEBI:90943","MeSH:D008175",TRUE,"Lung cancer organoid Osimertinib 1 uM 3d Lung cancer organoid DMSO 0.1% 3d"
"cgroup_L5_601ede7b","GSE255958__GSE255958__grp_LungCancerOrganoid_Osimertinib_3d_2_vs_grp_LungCancerOrganoid_DMSO","CHEBI:90943","MeSH:D008175",TRUE,"Lung cancer organoid Osimertinib 1 uM 3d Lung cancer organoid DMSO 0.1% 3d"
"cgroup_L5_a6fd82fa","GSE262110__GSE262110__grp_0005_vs_grp_0007","CHEBI:44616","MeSH:D001943",FALSE,"Breast cancer organoids, 4-OHT (200nM) Breast cancer organoids, DMSO"
"cgroup_L5_a6fd82fa","GSE262110__GSE262110__grp_0006_vs_grp_0007","CHEBI:44616","MeSH:D001943",FALSE,"Breast cancer organoids, 4-OHT (3uM) Breast cancer organoids, DMSO"
"cgroup_L5_81b706c4","GSE262746__GSE262746__grp_0004_vs_grp_0001","CHEBI:45863","STR:radiation",TRUE,"Nab-Paclitaxel + Radiation Control"
"cgroup_L5_29cb04f8","GSE264144__GSE264144__grp_0003_vs_grp_0001","CHEBI:46345","MeSH:D013274",FALSE,"gastric cancer patient-derived cells treated with 5-FU for 5 days gastric cancer patient-derived cells treated"
"cgroup_L5_29cb04f8","GSE264144__GSE264144__grp_0006_vs_grp_0005","CHEBI:46345","MeSH:D013274",FALSE,"gastric cancer patient-derived tissue treated with 5-FU gastric cancer patient-derived tissue treated with PBS"
"cgroup_L5_efced505","GSE59066__GSE59066__grp_0004_vs_grp_0003","CHEBI:38940","MeSH:D002292",TRUE,"Renal Cell Carcinoma Stage IV Sutent Treated Renal Cell Carcinoma Stage IV Untreated"
"cgroup_L5_cf34c533","GSE59841__GSE59841__nutlin_10uM_vs_DMSO","CHEBI:46742","CHEBI:46741",FALSE,"nutlin 10uM DMSO"
"cgroup_L5_cf34c533","GSE59841__GSE59841__nutlin_10uM_no_disease_vs_DMSO","CHEBI:46742","CHEBI:46741",FALSE,"nutlin 10uM no disease DMSO"
"cgroup_L5_dd2a13de","GSE79544__GSE79544__IPF_non_smokers_vs_Healthy_non_smokers","STR:idiopathic_pulmonary_fibrosis","MeSH:D000074285",FALSE,"IPF non-smokers Healthy non-smokers"
"cgroup_L5_dd2a13de","GSE79544__GSE79544__IPF_smokers_vs_Healthy_smokers","STR:idiopathic_pulmonary_fibrosis","MeSH:D000074285",FALSE,"IPF smokers Healthy smokers"
