"ckey","entita","verso","k","n","verdetto","motivo"
"CHEBI:49375||gain||vehicle_untreated","CHEBI:49375","gain",4,24,"coerente",NA
"CHEBI:49603||gain||vehicle_untreated","CHEBI:49603","gain",5,26,"coerente",NA
"CHEBI:49668||gain||vehicle_untreated","CHEBI:49668","gain",7,30,"coerente",NA
"CHEBI:50131||gain||vehicle_untreated","CHEBI:50131","gain",9,26,"coerente",NA
"CHEBI:50729||gain||vehicle_untreated","CHEBI:50729","gain",3,3,"coerente",NA
"CHEBI:50924||gain||vehicle_untreated","CHEBI:50924","gain",9,43,"coerente",NA
"CHEBI:52172||gain||vehicle_untreated","CHEBI:52172","gain",3,23,"coerente",NA
"CHEBI:61390||gain||vehicle_untreated","CHEBI:61390","gain",3,17,"coerente",NA
"CHEBI:61397||gain||vehicle_untreated","CHEBI:61397","gain",3,17,"coerente",NA
"CHEBI:63637||gain||vehicle_untreated","CHEBI:63637","gain",13,125,"coerente",NA
"CHEBI:64310||gain||vehicle_untreated","CHEBI:64310","gain",5,23,"coerente",NA
"CHEBI:66919||gain||vehicle_untreated","CHEBI:66919","gain",3,8,"coerente",NA
"CHEBI:67271||gain||vehicle_untreated","CHEBI:67271","gain",3,20,"coerente",NA
"CHEBI:6801||gain||vehicle_untreated","CHEBI:6801","gain",6,12,"coerente",NA
"CHEBI:68534||gain||vehicle_untreated","CHEBI:68534","gain",24,136,"coerente",NA
"CHEBI:68647||gain||vehicle_untreated","CHEBI:68647","gain",3,22,"coerente",NA
"CHEBI:72317||gain||vehicle_untreated","CHEBI:72317","gain",5,31,"coerente",NA
"CHEBI:72564||gain||vehicle_untreated","CHEBI:72564","gain",4,17,"coerente",NA
"CHEBI:75045||gain||vehicle_untreated","CHEBI:75045","gain",3,13,"coerente",NA
"CHEBI:78543||gain||vehicle_untreated","CHEBI:78543","gain",4,19,"coerente",NA
"CHEBI:83766||gain||vehicle_untreated","CHEBI:83766","gain",8,20,"coerente",NA
"CHEBI:84491||gain||vehicle_untreated","CHEBI:84491","gain",7,14,"coerente",NA
"CHEBI:85993||gain||vehicle_untreated","CHEBI:85993","gain",11,41,"coerente",NA
"CHEBI:90943||gain||vehicle_untreated","CHEBI:90943","gain",10,60,"coerente",NA
"CHEBI:9516||gain||vehicle_untreated","CHEBI:9516","gain",3,9,"coerente",NA
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated","CHEMBL:CHEMBL2177390","gain",3,9,"coerente",NA
"COMBO:indisulam+palbociclib||gain||vehicle_untreated","COMBO:indisulam+palbociclib","gain",3,17,"coerente",NA
"COMBO:taz+yap||block||control sirna","COMBO:taz+yap","block",3,24,"coerente",NA
"HGNC:11766||gain||vehicle_untreated","HGNC:11766","gain",38,156,"coerente",NA
"HGNC:11892||gain||vehicle_untreated","HGNC:11892","gain",13,53,"coerente",NA
"HGNC:11927||gain||vehicle_untreated","HGNC:11927","gain",4,18,"coerente",NA
"HGNC:14900||gain||vehicle_untreated","HGNC:14900","gain",3,6,"coerente",NA
"HGNC:2434||gain||vehicle_untreated","HGNC:2434","gain",3,6,"incoerente","CSF2: due studi stimolano con GM-CSF contro mock, il terzo confronta macrofagi M1 (GM-CSF + IFN-gamma) contro M0. La polarizzazione M1/M0 non e' la stimolazione con GM-CSF: cambia anche IFN-gamma e il controllo e' uno stato di differenziamento, non un veicolo. Gia' incoerente nel censimento del 2026-07-25."
"HGNC:5438||gain||vehicle_untreated","HGNC:5438","gain",17,56,"coerente",NA
"HGNC:5973||gain||vehicle_untreated","HGNC:5973","gain",7,17,"coerente",NA
"HGNC:5992||gain||vehicle_untreated","HGNC:5992","gain",6,21,"coerente",NA
"HGNC:6001||gain||vehicle_untreated","HGNC:6001","gain",4,11,"coerente",NA
"HGNC:6014||gain||vehicle_untreated","HGNC:6014","gain",4,13,"coerente",NA
"MeSH:D000074285||gain||non smoker","MeSH:D000074285","gain",3,15,"coerente",NA
"MeSH:D000077192||gain||vehicle_untreated","MeSH:D000077192","gain",4,21,"coerente",NA
"MeSH:D000077273||gain||vehicle_untreated","MeSH:D000077273","gain",3,25,"coerente",NA
"MeSH:D000544||gain||vehicle_untreated","MeSH:D000544","gain",6,43,"coerente",NA
"MeSH:D001172||gain||vehicle_untreated","MeSH:D001172","gain",4,15,"coerente",NA
"MeSH:D001943||gain||vehicle_untreated","MeSH:D001943","gain",6,43,"coerente",NA
"MeSH:D002292||gain||vehicle_untreated","MeSH:D002292","gain",5,58,"coerente",NA
"MeSH:D003093||gain||vehicle_untreated","MeSH:D003093","gain",8,39,"coerente",NA
"MeSH:D003424||gain||vehicle_untreated","MeSH:D003424","gain",13,141,"coerente",NA
"MeSH:D003922||gain||vehicle_untreated","MeSH:D003922","gain",3,17,"coerente",NA
"MeSH:D005909||gain||vehicle_untreated","MeSH:D005909","gain",3,13,"coerente",NA
"MeSH:D006528||gain||vehicle_untreated","MeSH:D006528","gain",8,53,"coerente",NA
"MeSH:D006816||gain||vehicle_untreated","MeSH:D006816","gain",3,39,"coerente",NA
"MeSH:D008175||gain||vehicle_untreated","MeSH:D008175","gain",3,119,"coerente",NA
"MeSH:D008180||gain||vehicle_untreated","MeSH:D008180","gain",5,54,"coerente",NA
"MeSH:D010051||gain||vehicle_untreated","MeSH:D010051","gain",4,11,"coerente",NA
"MeSH:D010300||gain||vehicle_untreated","MeSH:D010300","gain",5,37,"coerente",NA
"MeSH:D011225||gain||vehicle_untreated","MeSH:D011225","gain",8,36,"coerente",NA
"MeSH:D011471||gain||vehicle_untreated","MeSH:D011471","gain",6,73,"coerente",NA
"MeSH:D012008||gain||diagnosis","MeSH:D012008","gain",3,23,"incoerente","Recurrence (gruppo NUOVO): il contrasto e' recidiva contro diagnosi nelle leucemie, ma un membro confronta 'Untreated' contro 'Diagnosis' (non una recidiva) e due membri appaiano pazienti DIVERSI. L'entita' e' uno stato clinico, non una perturbazione."
"MeSH:D013274||gain||vehicle_untreated","MeSH:D013274","gain",5,17,"coerente",NA
"MeSH:D015179||gain||vehicle_untreated","MeSH:D015179","gain",10,74,"coerente",NA
"MeSH:D015470||gain||vehicle_untreated","MeSH:D015470","gain",3,11,"coerente",NA
"MeSH:D065626||gain||vehicle_untreated","MeSH:D065626","gain",4,28,"coerente",NA
"NAME:endometriosis||gain||vehicle_untreated","NAME:endometriosis","gain",5,45,"coerente",NA
"NAME:hypoxia||gain||normoxia","NAME:hypoxia","gain",9,28,"coerente",NA
"NAME:radiation||gain||vehicle_untreated","NAME:radiation","gain",4,54,"coerente",NA
"NAME:sars-cov-2||gain||vehicle_untreated","NAME:sars-cov-2","gain",3,30,"coerente",NA
"NCBITaxon:10298||gain||vehicle_untreated","NCBITaxon:10298","gain",3,8,"coerente",NA
"NCBITaxon:10359||gain||vehicle_untreated","NCBITaxon:10359","gain",7,30,"coerente",NA
"NCBITaxon:10407||gain||vehicle_untreated","NCBITaxon:10407","gain",4,15,"coerente",NA
"NCBITaxon:11320||gain||vehicle_untreated","NCBITaxon:11320","gain",8,26,"coerente",NA
"NCBITaxon:11676||gain||vehicle_untreated","NCBITaxon:11676","gain",7,23,"coerente",NA
"NCBITaxon:12814||gain||vehicle_untreated","NCBITaxon:12814","gain",3,19,"incoerente","RSV: mescola sorveglianza CLINICA (pazienti positivi a RSV contro controlli) e infezione SPERIMENTALE (H292 e epitelio polmonare infettati contro mock). E' esattamente l'asse che la regola clinico-vs-sperimentale separa, ma qui non scatta perche' il controllo clinico non usa le parole del vocabolario. Gia' incoerente nel censimento del 2026-07-25."
"NCBITaxon:1773||gain||vehicle_untreated","NCBITaxon:1773","gain",4,24,"coerente",NA
"NCBITaxon:2697049||gain||vehicle_untreated","NCBITaxon:2697049","gain",28,170,"coerente",NA
"STR:adenoma||gain||vehicle_untreated","STR:adenoma","gain",3,24,"coerente",NA
"STR:asthma||gain||vehicle_untreated","STR:asthma","gain",4,13,"coerente",NA
"STR:asthmatic||gain||vehicle_untreated","STR:asthmatic","gain",3,26,"coerente",NA
"STR:biliary_atresia||gain||vehicle_untreated","STR:biliary_atresia","gain",3,26,"coerente",NA
"STR:bipolar_disorder||gain||vehicle_untreated","STR:bipolar_disorder","gain",3,82,"coerente",NA
"STR:copd||gain||vehicle_untreated","STR:copd","gain",3,11,"coerente",NA
"STR:covid_19||gain||vehicle_untreated","STR:covid_19","gain",10,64,"coerente",NA
"STR:cystic_fibrosis||gain||vehicle_untreated","STR:cystic_fibrosis","gain",4,41,"coerente",NA
"STR:fshd||gain||vehicle_untreated","STR:fshd","gain",4,32,"coerente",NA
"STR:heart_failure||gain||vehicle_untreated","STR:heart_failure","gain",5,27,"coerente",NA
"STR:hepatoblastoma||gain||vehicle_untreated","STR:hepatoblastoma","gain",3,12,"coerente",NA
"STR:hypoxia||gain||normoxia","STR:hypoxia","gain",8,28,"coerente",NA
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated","STR:idiopathic_pulmonary_fibrosis","gain",5,32,"coerente",NA
"STR:keloid||gain||vehicle_untreated","STR:keloid","gain",8,48,"coerente",NA
"STR:multiple_myeloma||gain||vehicle_untreated_liquid","STR:multiple_myeloma","gain",3,18,"coerente",NA
"STR:multiple_sclerosis||gain||vehicle_untreated","STR:multiple_sclerosis","gain",3,11,"coerente",NA
"STR:nash||gain||vehicle_untreated","STR:nash","gain",7,47,"coerente",NA
"STR:obese||gain||vehicle_untreated","STR:obese","gain",3,7,"coerente",NA
"STR:p16ink4a_positive_expression||gain||p ink a negative expression","STR:p16ink4a_positive_expression","gain",3,15,"coerente",NA
"STR:pcos||gain||vehicle_untreated","STR:pcos","gain",4,14,"coerente",NA
"STR:pdac||gain||vehicle_untreated","STR:pdac","gain",3,12,"coerente",NA
"STR:psoriasis||gain||vehicle_untreated","STR:psoriasis","gain",7,18,"coerente",NA
"STR:ptsd||gain||vehicle_untreated","STR:ptsd","gain",3,7,"incoerente","PTSD: due studi sono caso-controllo (PTSD contro sano), il terzo confronta una perturbazione DENTRO i malati di PTSD (Current PTSD perturbation contro Current no perturbation). Non e' lo stesso contrasto. Gia' incoerente nel censimento del 2026-07-25."
"STR:r5020||gain||vehicle_untreated","STR:r5020","gain",3,8,"coerente",NA
"STR:rbm4_knockdown||block||vehicle_untreated","STR:rbm4_knockdown","block",4,6,"coerente",NA
"STR:sarcopenia||gain||vehicle_untreated","STR:sarcopenia","gain",4,38,"coerente",NA
"STR:schizophrenia||gain||vehicle_untreated","STR:schizophrenia","gain",7,95,"coerente",NA
"STR:sepsis||gain||vehicle_untreated","STR:sepsis","gain",5,39,"coerente",NA
"STR:sikras||gain||sicontrol","STR:sikras","gain",5,38,"coerente",NA
"STR:sirna_pool_against_igf2bp1||block||control sirna","STR:sirna_pool_against_igf2bp1","block",3,16,"coerente",NA
"STR:sjogren_s_syndrome||gain||vehicle_untreated","STR:sjogren_s_syndrome","gain",4,12,"coerente",NA
"STR:sr2211||gain||vehicle_untreated","STR:sr2211","gain",3,9,"coerente",NA
"STR:tb_positive||gain||tb negative","STR:tb_positive","gain",3,50,"coerente",NA
"STR:tgfb||gain||vehicle_untreated","STR:tgfb","gain",7,16,"coerente",NA
