"ckey","entita","verso","k","n","nome"
"STR:schizophrenia||gain||vehicle_untreated","STR:schizophrenia","gain",7,95,"Huntington's Disease"
"STR:tgfb||gain||vehicle_untreated","STR:tgfb","gain",7,16,"Met-tRNA<small><sup>Met</small></sup>"
"CHEBI:41879||gain||vehicle_untreated","CHEBI:41879","gain",6,18,"dexamethasone"
"CHEBI:45783||gain||vehicle_untreated","CHEBI:45783","gain",6,24,"imatinib"
"CHEBI:4672||gain||vehicle_untreated","CHEBI:4672","gain",6,13,"docetaxel anhydrous"
"CHEBI:6801||gain||vehicle_untreated","CHEBI:6801","gain",6,12,"metformin"
"MeSH:D000544||gain||vehicle_untreated","MeSH:D000544","gain",6,43,"Alzheimer Disease"
"MeSH:D001943||gain||vehicle_untreated","MeSH:D001943","gain",6,43,"Breast Neoplasms"
"MeSH:D011471||gain||vehicle_untreated","MeSH:D011471","gain",6,73,"Prostatic Neoplasms"
"STR:fshd||gain||vehicle_untreated","STR:fshd","gain",6,48,"Facioscapulohumeral muscular dystrophy"
"CHEBI:16240||gain||vehicle_untreated","CHEBI:16240","gain",5,13,"hydrogen peroxide"
"CHEBI:231598||gain||vehicle_untreated","CHEBI:231598","gain",5,18,"tazemetostat"
"CHEBI:233362||gain||vehicle_untreated","CHEBI:233362","gain",5,10,"Abemaciclib"
"CHEBI:3139||gain||vehicle_untreated","CHEBI:3139","gain",5,39,"bleomycin A<small><sub>2</sub></small>"
"CHEBI:45863||gain||vehicle_untreated","CHEBI:45863","gain",5,9,"paclitaxel"
"CHEBI:49603||gain||vehicle_untreated","CHEBI:49603","gain",5,26,"lapatinib"
"CHEBI:50131||gain||vehicle_untreated","CHEBI:50131","gain",5,12,"5-aza-2'-deoxycytidine"
"CHEBI:64310||gain||vehicle_untreated","CHEBI:64310","gain",5,23,"crizotinib"
"CHEBI:72317||gain||vehicle_untreated","CHEBI:72317","gain",5,31,"cabozantinib"
"MeSH:D002292||gain||vehicle_untreated","MeSH:D002292","gain",5,58,"Carcinoma, Renal Cell"
"MeSH:D008180||gain||vehicle_untreated","MeSH:D008180","gain",5,54,"Lupus Erythematosus, Systemic"
"MeSH:D010300||gain||vehicle_untreated","MeSH:D010300","gain",5,37,"Parkinson Disease"
"MeSH:D013274||gain||vehicle_untreated","MeSH:D013274","gain",5,17,"Stomach Neoplasms"
"NAME:endometriosis||gain||vehicle_untreated","NAME:endometriosis","gain",5,45,"endometriosis"
"STR:heart_failure||gain||vehicle_untreated","STR:heart_failure","gain",5,27,"systemic lupus erythematosus"
"STR:idiopathic_pulmonary_fibrosis||gain||vehicle_untreated","STR:idiopathic_pulmonary_fibrosis","gain",5,32,"lung adenocarcinoma"
"STR:sepsis||gain||vehicle_untreated","STR:sepsis","gain",5,46,"kidney disease"
"STR:sikras||gain||sicontrol","STR:sikras","gain",5,38,"KRAS"
"CHEBI:230905||gain||vehicle_untreated","CHEBI:230905","gain",4,7,"Ribociclib"
"CHEBI:41774||gain||vehicle_untreated","CHEBI:41774","gain",4,20,"tamoxifen"
"CHEBI:46742||gain||vehicle_untreated","CHEBI:46742","gain",4,12,"Nutlin-3"
"CHEBI:4911||gain||vehicle_untreated","CHEBI:4911","gain",4,11,"etoposide"
"CHEBI:49375||gain||vehicle_untreated","CHEBI:49375","gain",4,24,"dasatinib (anhydrous)"
"CHEBI:72564||gain||vehicle_untreated","CHEBI:72564","gain",4,17,"temozolomide"
"CHEBI:78543||gain||vehicle_untreated","CHEBI:78543","gain",4,19,"ponatinib"
"HGNC:11927||gain||vehicle_untreated","HGNC:11927","gain",4,18,"TNFSF12"
"HGNC:5992||gain||vehicle_untreated","HGNC:5992","gain",4,10,"IL1B"
"HGNC:6001||gain||vehicle_untreated","HGNC:6001","gain",4,11,"IL2"
"HGNC:6014||gain||vehicle_untreated","HGNC:6014","gain",4,13,"IL4"
"MeSH:D000077192||gain||vehicle_untreated","MeSH:D000077192","gain",4,21,"Adenocarcinoma of Lung"
"MeSH:D001172||gain||vehicle_untreated","MeSH:D001172","gain",4,15,"Arthritis, Rheumatoid"
"MeSH:D010051||gain||vehicle_untreated","MeSH:D010051","gain",4,11,"Ovarian Neoplasms"
"MeSH:D065626||gain||vehicle_untreated","MeSH:D065626","gain",4,28,"Non-alcoholic Fatty Liver Disease"
"NAME:radiation||gain||vehicle_untreated","NAME:radiation","gain",4,54,"Radiation"
"NCBITaxon:10407||gain||vehicle_untreated","NCBITaxon:10407","gain",4,15,"hbv"
"NCBITaxon:1773||gain||vehicle_untreated","NCBITaxon:1773","gain",4,24,"mtb"
"STR:asthma||gain||vehicle_untreated","STR:asthma","gain",4,13,"Chronic Obstructive Pulmonary Disease"
"STR:aza_cdr||gain||vehicle_untreated","STR:aza_cdr","gain",4,14,"iminium betaine"
"STR:cystic_fibrosis||gain||vehicle_untreated","STR:cystic_fibrosis","gain",4,41,"acute pancreatitis"
"STR:enza||gain||vehicle_untreated","STR:enza","gain",4,28,"enzalutamide"
"STR:pcos||gain||vehicle_untreated","STR:pcos","gain",4,14,"ovarian cancer"
"STR:rbm_knockdown||block||vehicle_untreated","STR:rbm_knockdown","block",4,6,"RBM4"
"STR:sarcopenia||gain||vehicle_untreated","STR:sarcopenia","gain",4,38,""
"STR:sjogren_s_syndrome||gain||vehicle_untreated","STR:sjogren_s_syndrome","gain",4,12,"primary sjogren's syndrome"
"CHEBI:145431||gain||vehicle_untreated","CHEBI:145431","gain",3,12,"indisulam"
"CHEBI:145535||gain||vehicle_untreated","CHEBI:145535","gain",3,20,"pevonedistat"
"CHEBI:17823||gain||ethanol","CHEBI:17823","gain",3,44,"calcitriol"
"CHEBI:205761||gain||vehicle_untreated","CHEBI:205761","gain",3,18,"Pladienolide B"
"CHEBI:22984||gain||vehicle_untreated","CHEBI:22984","gain",3,10,"calcium atom"
"CHEBI:230508||gain||vehicle_untreated","CHEBI:230508","gain",3,5,"birabresib"
"CHEBI:231324||gain||vehicle_untreated","CHEBI:231324","gain",3,7,"alpelisib"
"CHEBI:231601||gain||vehicle_untreated","CHEBI:231601","gain",3,15,"trastuzumab"
"CHEBI:28119||gain||vehicle_untreated","CHEBI:28119","gain",3,8,"2,3,7,8-tetrachlorodibenzodioxine"
"CHEBI:4167||loss||vehicle_untreated","CHEBI:4167","loss",3,11,"<small>D</small>-glucopyranose"
"CHEBI:44616||gain||vehicle_untreated","CHEBI:44616","gain",3,6,"afimoxifene"
"CHEBI:4551||gain||vehicle_untreated","CHEBI:4551","gain",3,11,"digoxin"
"CHEBI:46741||gain||vehicle_untreated","CHEBI:46741","gain",3,20,"Nutlin"
"CHEBI:50729||gain||vehicle_untreated","CHEBI:50729","gain",3,3,"mitoxantrone"
"CHEBI:52172||gain||vehicle_untreated","CHEBI:52172","gain",3,23,"nilotinib"
"CHEBI:61390||gain||vehicle_untreated","CHEBI:61390","gain",3,17,"afatinib"
"CHEBI:61397||gain||vehicle_untreated","CHEBI:61397","gain",3,17,"neratinib"
"CHEBI:66919||gain||vehicle_untreated","CHEBI:66919","gain",3,8,"ruxolitinib"
"CHEBI:67271||gain||vehicle_untreated","CHEBI:67271","gain",3,20,"MK-2206"
"CHEBI:68647||gain||vehicle_untreated","CHEBI:68647","gain",3,22,"regorafenib"
"CHEBI:75045||gain||vehicle_untreated","CHEBI:75045","gain",3,13,"dabrafenib"
"CHEBI:9516||gain||vehicle_untreated","CHEBI:9516","gain",3,9,"thapsigargin"
"CHEMBL:CHEMBL2177390||gain||vehicle_untreated","CHEMBL:CHEMBL2177390","gain",3,9,"IPATASERTIB"
"COMBO:indisulam+palbociclib||gain||vehicle_untreated","COMBO:indisulam+palbociclib","gain",3,17,"indisulam + palbociclib"
"HGNC:14900||gain||vehicle_untreated","HGNC:14900","gain",3,6,"IL22"
"HGNC:2434||gain||vehicle_untreated","HGNC:2434","gain",3,6,"CSF2"
"MeSH:D000074285||gain||non smoker","MeSH:D000074285","gain",3,15,"Smokers"
"MeSH:D000077273||gain||vehicle_untreated","MeSH:D000077273","gain",3,25,"Thyroid Cancer, Papillary"
"MeSH:D003922||gain||vehicle_untreated","MeSH:D003922","gain",3,17,"Diabetes Mellitus, Type 1"
"MeSH:D005909||gain||vehicle_untreated","MeSH:D005909","gain",3,13,"Glioblastoma"
"MeSH:D006816||gain||vehicle_untreated","MeSH:D006816","gain",3,39,"Huntington Disease"
"MeSH:D008175||gain||vehicle_untreated","MeSH:D008175","gain",3,119,"Lung Neoplasms"
"MeSH:D012008||gain||diagnosis","MeSH:D012008","gain",3,23,"Recurrence"
"MeSH:D015470||gain||vehicle_untreated","MeSH:D015470","gain",3,11,"Leukemia, Myeloid, Acute"
"NAME:lesional||gain||vehicle_untreated","NAME:lesional","gain",3,23,"lesional"
"NAME:sars-cov-2||gain||vehicle_untreated","NAME:sars-cov-2","gain",3,30,"sars-cov-2"
"NCBITaxon:10298||gain||vehicle_untreated","NCBITaxon:10298","gain",3,8,"hsv1"
"NCBITaxon:12814||gain||vehicle_untreated","NCBITaxon:12814","gain",3,19,"(rsv)"
"STR:adenoma||gain||vehicle_untreated","STR:adenoma","gain",3,24,"colorectal cancer"
"STR:asthmatic||gain||vehicle_untreated","STR:asthmatic","gain",3,26,""
"STR:biliary_atresia||gain||vehicle_untreated","STR:biliary_atresia","gain",3,26,"biliary atresia"
"STR:bipolar_disorder||gain||vehicle_untreated","STR:bipolar_disorder","gain",3,82,"neurodevelopmental disorder"
"STR:copd||gain||vehicle_untreated","STR:copd","gain",3,11,"non-small cell lung carcinoma"
"STR:fetal||gain||adult","STR:fetal","gain",3,6,""
"STR:hepatoblastoma||gain||vehicle_untreated","STR:hepatoblastoma","gain",3,12,"hepatocellular carcinoma"
"STR:multiple_myeloma||gain||vehicle_untreated_liquid","STR:multiple_myeloma","gain",3,18,"Alzheimer's disease"
"STR:multiple_sclerosis||gain||vehicle_untreated","STR:multiple_sclerosis","gain",3,11,"multiple sclerosis"
"STR:obese||gain||vehicle_untreated","STR:obese","gain",3,7,"traumatic brain injury"
"STR:p_ink_a_positive_expression||gain||p ink a negative expression","STR:p_ink_a_positive_expression","gain",3,15,"colorectal carcinoma"
"STR:pdac||gain||vehicle_untreated","STR:pdac","gain",3,12,"hepatocellular carcinoma"
"STR:ptsd||gain||vehicle_untreated","STR:ptsd","gain",3,7,"IL25"
"STR:tb_positive||gain||tb negative","STR:tb_positive","gain",3,50,"Mycobacterium tuberculosis"
"STR:zikv||gain||vehicle_untreated","STR:zikv","gain",3,6,"measles virus"
